,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location,weather_type,temperature,humidity,wind
384,2018,11,Buccaneers,Giants,35,38,401030952,3,1,0,Giants,2018_11_Giants_Buccaneers,Pat Shurmur,Dirk Koetter,Home,cloudy,42,54,1
385,2018,11,Titans,Colts,10,38,401030922,28,1,0,Colts,2018_11_Colts_Titans,Frank Reich,Mike Vrabel,Home,cloudy,42,81,7
386,2018,11,Panthers,Lions,19,20,401030910,1,1,0,Lions,2018_11_Lions_Panthers,Matt Patricia,Ron Rivera,Home,cloudy,69,70,5
387,2018,12,Dolphins,Colts,24,27,401030906,3,1,0,Colts,2018_12_Colts_Dolphins,Frank Reich,Adam Gase,Home,cloudy,57,74,11
388,2018,12,Packers,Vikings,17,24,401030908,7,1,0,Vikings,2018_12_Vikings_Packers,Mike Zimmer,Mike McCarthy,Home,indoor,68,70,5
389,2018,12,Titans,Texans,17,34,401030762,17,1,0,Texans,2018_12_Texans_Titans,Bill O'Brien,Mike Vrabel,Home,cloudy,51,35,7
390,2018,13,Saints,Cowboys,10,13,401030899,3,1,0,Cowboys,2018_13_Cowboys_Saints,Jason Garrett,Sean Payton,Home,cloudy,7,59,10
391,2018,14,Colts,Texans,24,21,401030813,-3,0,1,Colts,2018_14_Texans_Colts,Bill O'Brien,Frank Reich,Home,cloudy,46,76,9
392,2018,14,Giants,Washington,40,16,401030753,-24,0,1,Giants,2018_14_Washington_Giants,Jay Gruden,Pat Shurmur,Home,cloudy,33,57,6
393,2018,14,Saints,Buccaneers,28,14,401030758,-14,0,1,Saints,2018_14_Buccaneers_Saints,Dirk Koetter,Sean Payton,Home,cloudy,71,91,7
394,2018,14,Patriots,Dolphins,33,34,401030761,1,1,0,Dolphins,2018_14_Dolphins_Patriots,Adam Gase,Bill Belichick,Home,cloudy,82,79,13
395,2018,14,Ravens,Chiefs,24,27,401030764,3,1,0,Chiefs,2018_14_Chiefs_Ravens,Andy Reid,John Harbaugh,Home,sunny,27,72,0
396,2018,13,Washington,Eagles,13,28,401030871,15,1,0,Eagles,2018_13_Eagles_Washington,Doug Pederson,Jay Gruden,Home,cloudy,36,58,15
397,2018,13,Chargers,Steelers,33,30,401030951,-3,0,1,Chargers,2018_13_Steelers_Chargers,Mike Tomlin,Anthony Lynn,Home,cloudy,57,55,8
398,2018,13,49ers,Seahawks,16,43,401030958,27,1,0,Seahawks,2018_13_Seahawks_49ers,Pete Carroll,Kyle Shanahan,Home,cloudy,45,81,2
399,2018,14,Falcons,Packers,20,34,401030825,14,1,0,Packers,2018_14_Packers_Falcons,Joe Philbin,Dan Quinn,Home,cloudy,25,70,10
400,2018,14,Panthers,Browns,20,26,401030823,6,1,0,Browns,2018_14_Browns_Panthers,Gregg Williams,Ron Rivera,Home,sunny,28,60,4
401,2018,14,Jets,Bills,27,23,401030750,-4,0,1,Jets,2018_14_Bills_Jets,Sean McDermott,Todd Bowles,Home,fair,31,63,12
402,2018,14,Broncos,49ers,14,20,401030827,6,1,0,49ers,2018_14_49ers_Broncos,Kyle Shanahan,Vance Joseph,Home,cloudy,54,72,3
403,2018,13,Vikings,Patriots,10,24,401030959,14,1,0,Patriots,2018_13_Patriots_Vikings,Bill Belichick,Mike Zimmer,Home,cloudy,53,100,6
404,2018,13,Jets,Titans,22,26,401030960,4,1,0,Titans,2018_13_Titans_Jets,Mike Vrabel,Todd Bowles,Home,sunny,7,26,13
405,2018,14,Jaguars,Titans,9,30,401030724,21,1,0,Titans,2018_14_Titans_Jaguars,Mike Vrabel,Doug Marrone,Home,cloudy,44,43,5
406,2018,13,Browns,Texans,13,29,401030964,16,1,0,Texans,2018_13_Texans_Browns,Bill O'Brien,Gregg Williams,Home,sunny,72,28,7
407,2018,13,Colts,Jaguars,0,6,401030962,6,1,0,Jaguars,2018_13_Jaguars_Colts,Doug Marrone,Frank Reich,Home,cloudy,78,70,5
408,2018,13,Panthers,Buccaneers,17,24,401030968,7,1,0,Buccaneers,2018_13_Buccaneers_Panthers,Dirk Koetter,Ron Rivera,Home,cloudy,81,75,15
409,2018,13,Bears,Giants,27,30,401030953,3,1,0,Giants,2018_13_Giants_Bears,Pat Shurmur,Matt Nagy,Home,cloudy,52,92,3
410,2018,13,Bills,Dolphins,17,21,401030954,4,1,0,Dolphins,2018_13_Dolphins_Bills,Adam Gase,Sean McDermott,Home,cloudy,86,68,15
411,2018,13,Cardinals,Packers,20,17,401030965,-3,0,1,Cardinals,2018_13_Packers_Cardinals,Mike McCarthy,Steve Wilks,Home,snow,34,92,20
412,2018,13,Rams,Lions,30,16,401030957,-14,0,1,Rams,2018_13_Lions_Rams,Matt Patricia,Sean McVay,Home,indoor,68,70,5
413,2018,13,Broncos,Bengals,24,10,401030955,-14,0,1,Broncos,2018_13_Bengals_Broncos,Marvin Lewis,Vance Joseph,Home,sunny,63,49,12
414,2018,13,Ravens,Falcons,26,16,401030928,-10,0,1,Ravens,2018_13_Falcons_Ravens,Dan Quinn,John Harbaugh,Home,cloudy,67,44,9
415,2018,13,Chiefs,Raiders,40,33,401030935,-7,0,1,Chiefs,2018_13_Raiders_Chiefs,Jon Gruden,Andy Reid,Home,sunny,57,52,6
416,2018,6,Buccaneers,Falcons,29,34,401030695,5,1,0,Falcons,2018_06_Falcons_Buccaneers,Dan Quinn,Dirk Koetter,Home,cloudy,68,70,5
417,2018,10,Seahawks,Rams,31,36,401030865,5,1,0,Rams,2018_10_Rams_Seahawks,Sean McVay,Pete Carroll,Home,sunny,75,20,1
418,2018,4,Jets,Jaguars,12,31,401030840,19,1,0,Jaguars,2018_04_Jaguars_Jets,Doug Marrone,Todd Bowles,Home,cloudy,86,70,10
419,2018,5,Cardinals,49ers,28,18,401030797,-10,0,1,Cardinals,2018_05_49ers_Cardinals,Kyle Shanahan,Steve Wilks,Home,cloudy,79,19,15
420,2018,5,Vikings,Eagles,23,21,401030803,-2,0,1,Vikings,2018_05_Eagles_Vikings,Doug Pederson,Mike Zimmer,Home,cloudy,79,77,6
421,2018,2,Texans,Titans,17,20,401030694,3,1,0,Titans,2018_02_Titans_Texans,Mike Vrabel,Bill O'Brien,Home,cloudy,81,63,12
422,2018,2,Giants,Cowboys,13,20,401030738,7,1,0,Cowboys,2018_02_Cowboys_Giants,Jason Garrett,Pat Shurmur,Home,cloudy,68,70,5
423,2018,2,Seahawks,Bears,17,24,401030739,7,1,0,Bears,2018_02_Bears_Seahawks,Matt Nagy,Pete Carroll,Home,cloudy,79,62,2
424,2018,4,Eagles,Titans,23,26,401030842,3,1,0,Titans,2018_04_Titans_Eagles,Mike Vrabel,Doug Pederson,Home,sunny,8,56,4
425,2018,4,Texans,Colts,37,34,401030843,-3,0,1,Texans,2018_04_Colts_Texans,Frank Reich,Bill O'Brien,Home,sunny,73,65,6
426,2018,4,Dolphins,Patriots,7,38,401030841,31,1,0,Patriots,2018_04_Patriots_Dolphins,Bill Belichick,Adam Gase,Home,sunny,65,48,6
427,2018,1,Jaguars,Giants,20,15,401030712,-5,0,1,Jaguars,2018_01_Giants_Jaguars,Pat Shurmur,Doug Marrone,Home,rain,59,85,7
428,2018,3,Packers,Washington,17,31,401030781,14,1,0,Redskins,2018_03_Washington_Packers,Jay Gruden,Mike McCarthy,Home,rain,62,96,6
429,2018,3,Colts,Eagles,16,20,401030782,4,1,0,Eagles,2018_03_Eagles_Colts,Doug Pederson,Frank Reich,Home,rain,61,92,5
430,2018,3,Bills,Vikings,27,6,401030784,-21,0,1,Bills,2018_03_Vikings_Bills,Mike Zimmer,Sean McDermott,Home,indoor,68,70,5
431,2018,4,Browns,Raiders,42,45,401030930,3,1,0,Raiders,2018_04_Raiders_Browns,Jon Gruden,Hue Jackson,Home,cloudy,71,58,8
432,2018,4,Seahawks,Cardinals,20,17,401030848,-3,0,1,Seahawks,2018_04_Cardinals_Seahawks,Steve Wilks,Pete Carroll,Home,indoor,68,70,5
433,2018,4,Saints,Giants,33,18,401030931,-15,0,1,Saints,2018_04_Giants_Saints,Pat Shurmur,Sean Payton,Home,cloudy,71,54,7
434,2018,3,Raiders,Dolphins,20,28,401030787,8,1,0,Dolphins,2018_03_Dolphins_Raiders,Adam Gase,Jon Gruden,Home,cloudy,9,58,7
435,2018,3,49ers,Chiefs,27,38,401030795,11,1,0,Chiefs,2018_03_Chiefs_49ers,Andy Reid,Kyle Shanahan,Home,sunny,7,64,4
436,2018,1,Titans,Dolphins,20,27,401030716,7,1,0,Dolphins,2018_01_Dolphins_Titans,Adam Gase,Mike Vrabel,Home,rain,89,63,7
437,2018,4,49ers,Chargers,27,29,401030932,2,1,0,Chargers,2018_04_Chargers_49ers,Anthony Lynn,Kyle Shanahan,Home,sunny,78,56,9
438,2018,3,Jets,Browns,17,21,401030775,4,1,0,Browns,2018_03_Browns_Jets,Hue Jackson,Todd Bowles,Home,cloudy,83,64,11
439,2018,7,Patriots,Bears,38,31,401030832,-7,0,1,Patriots,2018_07_Bears_Patriots,Matt Nagy,Bill Belichick,Home,sunny,44,42,9
440,2018,1,Bills,Ravens,3,47,401030711,44,1,0,Ravens,2018_01_Ravens_Bills,John Harbaugh,Sean McDermott,Home,rain,61,97,12
441,2018,1,Chiefs,Chargers,38,28,401030720,-10,0,1,Chiefs,2018_01_Chargers_Chiefs,Anthony Lynn,Andy Reid,Home,sunny,84,52,8
442,2018,7,Bills,Colts,5,37,401030833,32,1,0,Colts,2018_07_Colts_Bills,Frank Reich,Sean McDermott,Home,sunny,44,56,3
443,2018,7,Lions,Dolphins,32,21,401030830,-11,0,1,Lions,2018_07_Dolphins_Lions,Adam Gase,Matt Patricia,Home,cloudy,89,51,8
444,2018,5,Rams,Seahawks,33,31,401030808,-2,0,1,Rams,2018_05_Seahawks_Rams,Pete Carroll,Sean McVay,Home,rain,53,79,5
445,2018,4,Bills,Packers,0,22,401030844,22,1,0,Packers,2018_04_Packers_Bills,Mike McCarthy,Sean McDermott,Home,cloudy,49,79,9
446,2018,4,Lions,Cowboys,24,26,401030845,2,1,0,Cowboys,2018_04_Cowboys_Lions,Jason Garrett,Matt Patricia,Home,cloudy,68,70,5
447,2018,4,Buccaneers,Bears,10,48,401030846,38,1,0,Bears,2018_04_Bears_Buccaneers,Matt Nagy,Dirk Koetter,Home,cloudy,66,62,5
448,2018,1,Bengals,Colts,34,23,401030717,-11,0,1,Bengals,2018_01_Colts_Bengals,Frank Reich,Marvin Lewis,Home,cloudy,59,91,11
449,2018,3,Chargers,Rams,23,35,401030798,12,1,0,Rams,2018_03_Rams_Chargers,Sean McVay,Anthony Lynn,Home,sunny,8,50,5
450,2018,5,Washington,Saints,19,43,401030834,24,1,0,Saints,2018_05_Saints_Washington,Sean Payton,Jay Gruden,Home,cloudy,84,70,22
451,2018,3,Bears,Cardinals,16,14,401030801,-2,0,1,Bears,2018_03_Cardinals_Bears,Steve Wilks,Matt Nagy,Home,indoor,68,70,5
452,2018,2,Lions,49ers,27,30,401030730,3,1,0,49ers,2018_02_49ers_Lions,Kyle Shanahan,Matt Patricia,Home,cloudy,73,70,5
453,2018,2,Raiders,Broncos,19,20,401030736,1,1,0,Broncos,2018_02_Broncos_Raiders,Vance Joseph,Jon Gruden,Home,sunny,92,13,4
454,2018,2,Patriots,Jaguars,20,31,401030733,11,1,0,Jaguars,2018_02_Jaguars_Patriots,Doug Marrone,Bill Belichick,Home,rain,97,46,25
455,2018,3,Broncos,Ravens,14,27,401030788,13,1,0,Ravens,2018_03_Ravens_Broncos,John Harbaugh,Vance Joseph,Home,rain,61,91,5
456,2018,3,Titans,Jaguars,9,6,401030794,-3,0,1,Titans,2018_03_Jaguars_Titans,Doug Marrone,Mike Vrabel,Home,cloudy,89,61,10
457,2018,3,Bengals,Panthers,21,31,401030790,10,1,0,Panthers,2018_03_Panthers_Bengals,Ron Rivera,Marvin Lewis,Home,cloudy,8,69,3
458,2018,6,Eagles,Giants,34,13,401030692,-21,0,1,Eagles,2018_06_Giants_Eagles,Pat Shurmur,Doug Pederson,Home,rain,7,98,3
459,2018,7,Vikings,Jets,37,17,401030809,-20,0,1,Vikings,2018_07_Jets_Vikings,Todd Bowles,Mike Zimmer,Home,cloudy,46,48,16
460,2018,3,Cowboys,Seahawks,13,24,401030799,11,1,0,Seahawks,2018_03_Seahawks_Cowboys,Pete Carroll,Jason Garrett,Home,sunny,61,59,4
461,2018,3,Steelers,Buccaneers,30,27,401030805,-3,0,1,Steelers,2018_03_Buccaneers_Steelers,Dirk Koetter,Mike Tomlin,Home,cloudy,77,89,5
462,2018,7,Broncos,Cardinals,45,10,401030800,-35,0,1,Broncos,2018_07_Cardinals_Broncos,Steve Wilks,Vance Joseph,Home,cloudy,82,27,6
463,2018,1,49ers,Vikings,16,24,401030715,8,1,0,Vikings,2018_01_Vikings_49ers,Mike Zimmer,Kyle Shanahan,Home,indoor,68,70,5
464,2018,7,Titans,Chargers,19,20,401030792,1,1,0,Chargers,2018_07_Chargers_Titans,Anthony Lynn,Mike Vrabel,Neutral,sunny,66,75,6
465,2018,2,Panthers,Falcons,24,31,401030691,7,1,0,Falcons,2018_02_Falcons_Panthers,Dan Quinn,Ron Rivera,Home,cloudy,68,70,5
466,2018,1,Texans,Patriots,20,27,401030714,7,1,0,Patriots,2018_01_Patriots_Texans,Bill Belichick,Bill O'Brien,Home,cloudy,62,61,10
467,2018,1,Buccaneers,Saints,48,40,401030713,-8,0,1,Buccaneers,2018_01_Saints_Buccaneers,Sean Payton,Dirk Koetter,Home,cloudy,86,67,5
468,2018,2,Chargers,Bills,31,20,401030704,-11,0,1,Chargers,2018_02_Bills_Chargers,Sean McDermott,Anthony Lynn,Home,fair,83,63,6
469,2018,5,Cowboys,Texans,16,19,401030831,3,1,0,Texans,2018_05_Texans_Cowboys,Bill O'Brien,Jason Garrett,Home,cloudy,83,70,7
470,2018,4,Vikings,Rams,31,38,401030839,7,1,0,Rams,2018_04_Rams_Vikings,Sean McVay,Mike Zimmer,Home,cloudy,75,68,3
471,2018,4,Bengals,Falcons,37,36,401030847,-1,0,1,Bengals,2018_04_Falcons_Bengals,Dan Quinn,Marvin Lewis,Home,cloudy,68,70,5
472,2018,3,Patriots,Lions,10,26,401030802,16,1,0,Lions,2018_03_Lions_Patriots,Matt Patricia,Bill Belichick,Home,indoor,68,70,5
473,2018,7,Panthers,Eagles,21,17,401030807,-4,0,1,Panthers,2018_07_Eagles_Panthers,Doug Pederson,Ron Rivera,Home,sunny,49,41,19
474,2018,3,Saints,Falcons,43,37,401030777,-6,0,1,Saints,2018_03_Falcons_Saints,Dan Quinn,Sean Payton,Home,cloudy,68,70,5
475,2018,5,Titans,Bills,12,13,401030702,1,1,0,Bills,2018_05_Bills_Titans,Sean McDermott,Mike Vrabel,Home,cloudy,62,96,8
476,2018,2,Dolphins,Jets,20,12,401030700,-8,0,1,Dolphins,2018_02_Jets_Dolphins,Todd Bowles,Adam Gase,Home,sunny,8,63,4
477,2018,5,Raiders,Chargers,10,26,401030793,16,1,0,Chargers,2018_05_Chargers_Raiders,Anthony Lynn,Jon Gruden,Home,sunny,75,60,10
478,2018,5,Giants,Panthers,31,33,401030778,2,1,0,Panthers,2018_05_Panthers_Giants,Ron Rivera,Pat Shurmur,Home,cloudy,8,83,3
479,2018,5,Falcons,Steelers,17,41,401030709,24,1,0,Steelers,2018_05_Steelers_Falcons,Mike Tomlin,Dan Quinn,Home,sunny,83,69,5
480,2018,4,Chiefs,Broncos,27,23,401030934,-4,0,1,Chiefs,2018_04_Broncos_Chiefs,Vance Joseph,Andy Reid,Home,cloudy,65,51,5
481,2018,7,Giants,Falcons,20,23,401030796,3,1,0,Falcons,2018_07_Falcons_Giants,Dan Quinn,Pat Shurmur,Home,cloudy,6,49,2
482,2018,5,Colts,Patriots,24,38,401030697,14,1,0,Patriots,2018_05_Patriots_Colts,Bill Belichick,Frank Reich,Home,cloudy,66,96,6
483,2018,2,Cardinals,Rams,0,34,401030732,34,1,0,Rams,2018_02_Rams_Cardinals,Sean McVay,Steve Wilks,Home,sunny,86,35,2
484,2018,5,Dolphins,Bengals,17,27,401030785,10,1,0,Bengals,2018_05_Bengals_Dolphins,Marvin Lewis,Adam Gase,Home,sunny,87,52,4
485,2018,2,Chiefs,Steelers,42,37,401030698,-5,0,1,Chiefs,2018_02_Steelers_Chiefs,Mike Tomlin,Andy Reid,Home,cloudy,8,65,10
486,2018,1,Falcons,Eagles,12,18,401030710,6,1,0,Eagles,2018_01_Eagles_Falcons,Doug Pederson,Dan Quinn,Home,cloudy,81,71,8
487,2018,5,Ravens,Browns,9,12,401030770,3,1,0,Browns,2018_05_Browns_Ravens,Hue Jackson,John Harbaugh,Home,cloudy,72,89,5
488,2018,5,Broncos,Jets,16,34,401030734,18,1,0,Jets,2018_05_Jets_Broncos,Todd Bowles,Vance Joseph,Home,cloudy,77,79,7
489,2018,5,Jaguars,Chiefs,14,30,401030741,16,1,0,Chiefs,2018_05_Chiefs_Jaguars,Andy Reid,Doug Marrone,Home,cloudy,58,90,5
490,2018,5,Packers,Lions,23,31,401030745,8,1,0,Lions,2018_05_Lions_Packers,Matt Patricia,Mike McCarthy,Home,indoor,68,70,5
491,2018,2,Colts,Washington,21,9,401030693,-12,0,1,Colts,2018_02_Washington_Colts,Jay Gruden,Frank Reich,Home,cloudy,71,88,5
492,2018,2,Eagles,Buccaneers,21,27,401030696,6,1,0,Buccaneers,2018_02_Buccaneers_Eagles,Dirk Koetter,Doug Pederson,Home,cloudy,91,65,9
493,2018,1,Seahawks,Broncos,24,27,401030721,3,1,0,Broncos,2018_01_Broncos_Seahawks,Vance Joseph,Pete Carroll,Home,sunny,84,17,5
494,2018,1,Washington,Cardinals,24,6,401030725,-18,0,1,Redskins,2018_01_Cardinals_Washington,Steve Wilks,Jay Gruden,Home,indoor,68,70,5
495,2018,1,Cowboys,Panthers,8,16,401030723,8,1,0,Panthers,2018_01_Panthers_Cowboys,Ron Rivera,Jason Garrett,Home,cloudy,81,74,9
496,2018,1,Rams,Raiders,33,13,401030751,-20,0,1,Rams,2018_01_Raiders_Rams,Jon Gruden,Sean McVay,Home,cloudy,69,58,10
497,2018,1,Jets,Lions,48,17,401030728,-31,0,1,Jets,2018_01_Lions_Jets,Matt Patricia,Todd Bowles,Home,indoor,68,70,5
498,2018,1,Bears,Packers,23,24,401030726,1,1,0,Packers,2018_01_Packers_Bears,Mike McCarthy,Matt Nagy,Home,cloudy,62,65,10
499,2018,4,Ravens,Steelers,26,14,401030933,-12,0,1,Ravens,2018_04_Steelers_Ravens,Mike Tomlin,John Harbaugh,Home,cloudy,69,86,2
500,2018,7,Bengals,Chiefs,10,45,401030804,35,1,0,Chiefs,2018_07_Chiefs_Bengals,Andy Reid,Marvin Lewis,Home,cloudy,59,42,10
501,2018,3,Giants,Texans,27,22,401030791,-5,0,1,Giants,2018_03_Texans_Giants,Bill O'Brien,Pat Shurmur,Home,cloudy,78,72,2
502,2018,7,Rams,49ers,39,10,401030838,-29,0,1,Rams,2018_07_49ers_Rams,Kyle Shanahan,Sean McVay,Home,cloudy,62,69,5
503,2018,2,Browns,Saints,18,21,401030708,3,1,0,Saints,2018_02_Saints_Browns,Sean Payton,Hue Jackson,Home,cloudy,9,68,1
504,2018,7,Browns,Buccaneers,23,26,401030806,3,1,0,Buccaneers,2018_07_Buccaneers_Browns,Dirk Koetter,Hue Jackson,Home,cloudy,79,64,7
505,2018,7,Texans,Jaguars,20,7,401030835,-13,0,1,Texans,2018_07_Jaguars_Texans,Doug Marrone,Bill O'Brien,Home,cloudy,68,54,15
506,2018,7,Saints,Ravens,24,23,401030836,-1,0,1,Saints,2018_07_Ravens_Saints,John Harbaugh,Sean Payton,Home,sunny,54,34,15
507,2018,7,Cowboys,Washington,17,20,401030837,3,1,0,Redskins,2018_07_Washington_Cowboys,Jay Gruden,Jason Garrett,Home,sunny,52,43,12
508,2019,11,Chiefs,Chargers,24,17,401128134,-7,0,1,Chiefs,2019_11_Chargers_Chiefs,Anthony Lynn,Andy Reid,Neutral,cloudy,67,63,7
509,2019,16,Ravens,Browns,31,15,401127904,-16,0,1,Ravens,2019_16_Browns_Ravens,Freddie Kitchens,John Harbaugh,Home,sunny,49,41,10
510,2019,16,Jaguars,Falcons,12,24,401127903,12,1,0,Falcons,2019_16_Falcons_Jaguars,Dan Quinn,Doug Marrone,Home,cloudy,68,70,5
511,2019,16,Panthers,Colts,6,38,401127906,32,1,0,Colts,2019_16_Colts_Panthers,Frank Reich,Ron Rivera,Home,sunny,45,57,3
512,2019,16,Packers,Vikings,23,10,401127946,-13,0,1,Packers,2019_16_Vikings_Packers,Mike Zimmer,Matt LaFleur,Home,indoor,68,70,5
513,2019,10,Dolphins,Colts,16,12,401127986,-4,0,1,Dolphins,2019_10_Colts_Dolphins,Frank Reich,Brian Flores,Home,sunny,59,52,8
514,2019,3,Bears,Washington,31,15,401128003,-16,0,1,Bears,2019_03_Washington_Bears,Jay Gruden,Matt Nagy,Home,cloudy,87,39,5
515,2019,16,Rams,49ers,31,34,401127900,3,1,0,49ers,2019_16_49ers_Rams,Kyle Shanahan,Sean McVay,Home,cloudy,58,66,12
516,2019,16,Bengals,Dolphins,35,38,401127910,3,1,0,Dolphins,2019_16_Dolphins_Bengals,Brian Flores,Zac Taylor,Home,cloudy,76,68,15
517,2019,2,Buccaneers,Panthers,20,14,401128054,-6,0,1,Buccaneers,2019_02_Panthers_Buccaneers,Ron Rivera,Bruce Arians,Home,cloudy,85,55,3
518,2019,10,Panthers,Packers,16,24,401127944,8,1,0,Packers,2019_10_Packers_Panthers,Matt LaFleur,Ron Rivera,Home,cloudy,34,59,6
519,2019,10,Rams,Steelers,12,17,401127989,5,1,0,Steelers,2019_10_Steelers_Rams,Mike Tomlin,Sean McVay,Home,cloudy,55,44,12
520,2019,10,Vikings,Cowboys,28,24,401128041,-4,0,1,Vikings,2019_10_Cowboys_Vikings,Jason Garrett,Mike Zimmer,Home,cloudy,67,47,5
521,2019,16,Steelers,Jets,10,16,401127933,6,1,0,Jets,2019_16_Jets_Steelers,Adam Gase,Mike Tomlin,Home,sunny,45,52,6
522,2019,10,Seahawks,49ers,27,24,401127992,-3,0,1,Seahawks,2019_10_49ers_Seahawks,Kyle Shanahan,Pete Carroll,Home,cloudy,77,32,3
523,2019,3,Rams,Browns,20,13,401128125,-7,0,1,Rams,2019_03_Browns_Rams,Freddie Kitchens,Sean McVay,Home,cloudy,83,33,12
524,2019,16,Texans,Buccaneers,23,20,401127901,-3,0,1,Texans,2019_16_Buccaneers_Texans,Bruce Arians,Bill O'Brien,Home,cloudy,73,65,11
525,2019,16,Raiders,Chargers,24,17,401127896,-7,0,1,Raiders,2019_16_Chargers_Raiders,Anthony Lynn,Jon Gruden,Home,cloudy,64,60,10
526,2019,1,Falcons,Vikings,12,28,401127961,16,1,0,Vikings,2019_01_Vikings_Falcons,Mike Zimmer,Dan Quinn,Home,indoor,68,70,5
527,2019,9,Cowboys,Giants,37,18,401128091,-19,0,1,Cowboys,2019_09_Giants_Cowboys,Pat Shurmur,Jason Garrett,Home,fair,51,58,10
528,2019,9,Patriots,Ravens,20,37,401127899,17,1,0,Ravens,2019_09_Ravens_Patriots,John Harbaugh,Bill Belichick,Home,cloudy,48,41,1
529,2019,9,Packers,Chargers,11,26,401128090,15,1,0,Chargers,2019_09_Chargers_Packers,Anthony Lynn,Matt LaFleur,Home,cloudy,79,18,2
530,2019,16,Bills,Patriots,17,24,401127898,7,1,0,Patriots,2019_16_Patriots_Bills,Bill Belichick,Sean McDermott,Home,cloudy,33,64,2
531,2019,11,Bears,Rams,7,17,401128133,10,1,0,Rams,2019_11_Rams_Bears,Sean McVay,Matt Nagy,Home,cloudy,79,20,5
532,2019,11,Cardinals,49ers,26,36,401128089,10,1,0,49ers,2019_11_49ers_Cardinals,Kyle Shanahan,Kliff Kingsbury,Home,sunny,72,46,0
533,2019,11,Bengals,Raiders,10,17,401128092,7,1,0,Raiders,2019_11_Raiders_Bengals,Jon Gruden,Zac Taylor,Home,sunny,76,41,13
534,2019,10,Chargers,Raiders,24,26,401127907,2,1,0,Raiders,2019_10_Raiders_Chargers,Jon Gruden,Anthony Lynn,Home,cloudy,54,84,9
535,2019,10,Lions,Bears,13,20,401127911,7,1,0,Bears,2019_10_Bears_Lions,Matt Nagy,Matt Patricia,Home,cloudy,4,80,12
536,2019,10,Ravens,Bengals,49,13,401127934,-36,0,1,Ravens,2019_10_Bengals_Ravens,Zac Taylor,John Harbaugh,Home,sunny,56,53,9
537,2019,10,Bills,Browns,16,19,401127939,3,1,0,Browns,2019_10_Browns_Bills,Freddie Kitchens,Sean McDermott,Home,sunny,5,70,5
538,2019,16,Cowboys,Eagles,9,17,401127938,8,1,0,Eagles,2019_16_Eagles_Cowboys,Doug Pederson,Jason Garrett,Home,cloudy,47,46,7
539,2019,1,Broncos,Raiders,16,24,401128025,8,1,0,Raiders,2019_01_Raiders_Broncos,Jon Gruden,Vic Fangio,Home,sunny,68,66,15
540,2019,10,Chiefs,Titans,32,35,401127981,3,1,0,Titans,2019_10_Titans_Chiefs,Mike Vrabel,Andy Reid,Home,sunny,63,35,9
541,2019,16,Cardinals,Seahawks,27,13,401127941,-14,0,1,Cardinals,2019_16_Seahawks_Cardinals,Pete Carroll,Kliff Kingsbury,Home,cloudy,43,87,7
542,2019,11,Steelers,Browns,7,21,401128044,14,1,0,Browns,2019_11_Browns_Steelers,Freddie Kitchens,Mike Tomlin,Home,cloudy,36,57,10
543,2019,10,Falcons,Saints,26,9,401127948,-17,0,1,Falcons,2019_10_Saints_Falcons,Sean Payton,Dan Quinn,Home,sunny,67,57,5
544,2019,11,Cowboys,Lions,35,27,401128052,-8,0,1,Cowboys,2019_11_Lions_Cowboys,Matt Patricia,Jason Garrett,Home,cloudy,68,70,5
545,2019,11,Jaguars,Colts,13,33,401128075,20,1,0,Colts,2019_11_Colts_Jaguars,Frank Reich,Doug Marrone,Home,cloudy,43,62,2
546,2019,16,Giants,Washington,41,35,401127937,-6,0,1,Giants,2019_16_Washington_Giants,Bill Callahan,Pat Shurmur,Home,cloudy,44,52,6
547,2019,10,Giants,Jets,27,34,401127952,7,1,0,Jets,2019_10_Jets_Giants,Adam Gase,Pat Shurmur,Home,cloudy,48,50,8
548,2019,10,Cardinals,Buccaneers,27,30,401127976,3,1,0,Buccaneers,2019_10_Buccaneers_Cardinals,Bruce Arians,Kliff Kingsbury,Home,sunny,77,53,8
549,2019,16,Chiefs,Bears,26,3,401127943,-23,0,1,Chiefs,2019_16_Bears_Chiefs,Matt Nagy,Andy Reid,Home,cloudy,45,66,10
550,2019,11,Bills,Dolphins,37,20,401128077,-17,0,1,Bills,2019_11_Dolphins_Bills,Brian Flores,Sean McDermott,Home,cloudy,62,74,13
551,2019,11,Broncos,Vikings,23,27,401128081,4,1,0,Vikings,2019_11_Vikings_Broncos,Mike Zimmer,Vic Fangio,Home,indoor,68,70,5
552,2019,16,Saints,Titans,38,28,401127935,-10,0,1,Saints,2019_16_Titans_Saints,Mike Vrabel,Sean Payton,Home,cloudy,5,59,4
553,2019,11,Saints,Buccaneers,34,17,401128084,-17,0,1,Saints,2019_11_Buccaneers_Saints,Bruce Arians,Sean Payton,Home,cloudy,55,79,4
554,2019,11,Jets,Washington,34,17,401128086,-17,0,1,Jets,2019_11_Washington_Jets,Bill Callahan,Adam Gase,Home,cloudy,43,58,8
555,2019,11,Falcons,Panthers,29,3,401128049,-26,0,1,Falcons,2019_11_Panthers_Falcons,Ron Rivera,Dan Quinn,Home,cloudy,51,50,11
556,2019,11,Texans,Ravens,7,41,401128047,34,1,0,Ravens,2019_11_Ravens_Texans,John Harbaugh,Bill O'Brien,Home,cloudy,44,56,10
