,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location,weather_type,temperature,humidity,wind
39,2017,3,Cowboys,Cardinals,28,17,400951668,-11,0,1,Cowboys,2017_03_Cardinals_Cowboys,Bruce Arians,Jason Garrett,Home,indoor,68,70,5
40,2017,16,Colts,Ravens,16,23,400951596,7,1,0,Ravens,2017_16_Ravens_Colts,John Harbaugh,Chuck Pagano,Home,cloudy,63,78,14
41,2017,14,Patriots,Dolphins,20,27,400951696,7,1,0,Dolphins,2017_14_Dolphins_Patriots,Adam Gase,Bill Belichick,Home,cloudy,55,59,7
42,2017,14,Ravens,Steelers,38,39,400951694,1,1,0,Steelers,2017_14_Steelers_Ravens,Mike Tomlin,John Harbaugh,Home,cloudy,33,55,12
43,2017,14,Seahawks,Jaguars,24,30,400951652,6,1,0,Jaguars,2017_14_Jaguars_Seahawks,Doug Marrone,Pete Carroll,Home,cloudy,54,70,5
44,2017,14,Eagles,Rams,43,35,400951689,-8,0,1,Eagles,2017_14_Rams_Eagles,Sean McVay,Doug Pederson,Home,cloudy,83,8,5
45,2017,14,Washington,Chargers,13,30,400951687,17,1,0,Chargers,2017_14_Chargers_Washington,Anthony Lynn,Jay Gruden,Home,cloudy,81,10,4
46,2017,14,Titans,Cardinals,7,12,400951662,5,1,0,Cardinals,2017_14_Cardinals_Titans,Bruce Arians,Mike Mularkey,Home,cloudy,79,7,10
47,2017,14,Jets,Broncos,0,23,400951665,23,1,0,Broncos,2017_14_Broncos_Jets,Vance Joseph,Todd Bowles,Home,sunny,6,8,3
48,2017,12,Packers,Steelers,28,31,400951633,3,1,0,Steelers,2017_12_Steelers_Packers,Mike Tomlin,Mike McCarthy,Home,cloudy,38,47,7
49,2017,14,49ers,Texans,26,16,400951649,-10,0,1,49ers,2017_14_Texans_49ers,Bill O'Brien,Kyle Shanahan,Home,sunny,68,30,0
50,2017,14,Lions,Buccaneers,24,21,400951660,-3,0,1,Lions,2017_14_Buccaneers_Lions,Dirk Koetter,Jim Caldwell,Home,cloudy,55,44,9
51,2017,14,Cowboys,Giants,30,10,400951692,-20,0,1,Cowboys,2017_14_Giants_Cowboys,Steve Spagnuolo,Jason Garrett,Home,fair,39,55,11
52,2017,10,Packers,Bears,23,16,400951559,-7,0,1,Packers,2017_10_Bears_Packers,John Fox,Mike McCarthy,Home,rain,68,39,5
53,2017,14,Packers,Browns,27,21,400951647,-6,0,1,Packers,2017_14_Browns_Packers,Hue Jackson,Mike McCarthy,Home,cloudy,29,58,24
54,2017,14,Bears,Bengals,33,7,400951564,-26,0,1,Bears,2017_14_Bengals_Bears,Marvin Lewis,John Fox,Home,cloudy,31,64,11
55,2017,14,Colts,Bills,7,13,400951560,6,1,0,Bills,2017_14_Bills_Colts,Sean McDermott,Chuck Pagano,Home,snow,32,69,15
56,2017,14,Saints,Falcons,17,20,400951557,3,1,0,Falcons,2017_14_Falcons_Saints,Dan Quinn,Sean Payton,Home,cloudy,68,70,5
57,2017,8,49ers,Eagles,10,33,400951723,23,1,0,Eagles,2017_08_Eagles_49ers,Doug Pederson,Kyle Shanahan,Home,rain,67,91,12
58,2017,8,Panthers,Buccaneers,17,3,400951725,-14,0,1,Panthers,2017_08_Buccaneers_Panthers,Dirk Koetter,Ron Rivera,Home,cloudy,63,63,13
59,2017,8,Texans,Seahawks,38,41,400951729,3,1,0,Seahawks,2017_08_Seahawks_Texans,Pete Carroll,Bill O'Brien,Home,cloudy,5,90,2
60,2017,8,Cowboys,Washington,33,19,400951732,-14,0,1,Cowboys,2017_08_Washington_Cowboys,Jay Gruden,Jason Garrett,Home,rain,6,93,4
61,2017,8,Steelers,Lions,20,15,400951736,-5,0,1,Steelers,2017_08_Lions_Steelers,Jim Caldwell,Mike Tomlin,Home,indoor,68,70,5
62,2017,8,Broncos,Chiefs,19,29,400951737,10,1,0,Chiefs,2017_08_Chiefs_Broncos,Andy Reid,Vance Joseph,Home,cloudy,44,41,12
63,2017,9,Bills,Jets,21,34,400951743,13,1,0,Jets,2017_09_Jets_Bills,Todd Bowles,Sean McDermott,Home,cloudy,68,70,11
64,2017,14,Vikings,Panthers,24,31,400951561,7,1,0,Panthers,2017_14_Panthers_Vikings,Ron Rivera,Mike Zimmer,Home,sunny,41,49,5
65,2017,3,Giants,Eagles,24,27,400951616,3,1,0,Eagles,2017_03_Eagles_Giants,Doug Pederson,Ben McAdoo,Home,sunny,89,48,6
66,2017,12,Jaguars,Cardinals,24,27,400951622,3,1,0,Cardinals,2017_12_Cardinals_Jaguars,Bruce Arians,Doug Marrone,Home,cloudy,68,70,5
67,2017,4,Rams,Cowboys,35,30,400951716,-5,0,1,Rams,2017_04_Cowboys_Rams,Jason Garrett,Sean McVay,Home,cloudy,68,70,5
68,2017,11,Ravens,Packers,23,0,400951703,-23,0,1,Ravens,2017_11_Packers_Ravens,Mike McCarthy,John Harbaugh,Home,sunny,28,63,14
69,2017,11,Jaguars,Browns,19,7,400951769,-12,0,1,Jaguars,2017_11_Browns_Jaguars,Hue Jackson,Doug Marrone,Home,cloudy,38,68,16
70,2017,11,Lions,Bears,27,24,400951701,-3,0,1,Lions,2017_11_Bears_Lions,John Fox,Jim Caldwell,Home,cloudy,33,60,16
71,2017,11,Titans,Steelers,17,40,400951698,23,1,0,Steelers,2017_11_Steelers_Titans,Mike Tomlin,Mike Mularkey,Home,cloudy,4,67,17
72,2017,10,Dolphins,Panthers,21,45,400951693,24,1,0,Panthers,2017_10_Panthers_Dolphins,Ron Rivera,Adam Gase,Home,cloudy,49,66,6
73,2017,10,Patriots,Broncos,41,16,400951690,-25,0,1,Patriots,2017_10_Broncos_Patriots,Vance Joseph,Bill Belichick,Home,cloudy,48,40,5
74,2017,5,Patriots,Buccaneers,19,14,400951552,-5,0,1,Patriots,2017_05_Buccaneers_Patriots,Dirk Koetter,Bill Belichick,Home,cloudy,76,94,9
75,2017,5,Bills,Bengals,16,20,400951554,4,1,0,Bengals,2017_05_Bengals_Bills,Marvin Lewis,Sean McDermott,Home,rain,63,90,10
76,2017,5,Jets,Browns,17,14,400951556,-3,0,1,Jets,2017_05_Browns_Jets,Hue Jackson,Todd Bowles,Home,cloudy,67,71,8
77,2017,5,Panthers,Lions,27,24,400951558,-3,0,1,Panthers,2017_05_Lions_Panthers,Jim Caldwell,Ron Rivera,Home,indoor,68,70,5
78,2017,5,49ers,Colts,23,26,400951562,3,1,0,Colts,2017_05_Colts_49ers,Chuck Pagano,Kyle Shanahan,Home,cloudy,68,60,12
79,2017,5,Titans,Dolphins,10,16,400951646,6,1,0,Dolphins,2017_05_Dolphins_Titans,Adam Gase,Mike Mularkey,Home,cloudy,89,67,9
80,2017,5,Chargers,Giants,27,22,400951650,-5,0,1,Chargers,2017_05_Giants_Chargers,Ben McAdoo,Anthony Lynn,Home,cloudy,76,90,7
81,2017,5,Cardinals,Eagles,7,34,400951651,27,1,0,Eagles,2017_05_Eagles_Cardinals,Doug Pederson,Bruce Arians,Home,rain,77,91,10
82,2017,5,Jaguars,Steelers,30,9,400951655,-21,0,1,Jaguars,2017_05_Steelers_Jaguars,Mike Tomlin,Doug Marrone,Home,cloudy,73,80,9
83,2017,5,Ravens,Raiders,30,17,400951659,-13,0,1,Ravens,2017_05_Raiders_Ravens,Jack Del Rio,John Harbaugh,Home,sunny,72,42,8
84,2017,5,Seahawks,Rams,16,10,400951657,-6,0,1,Seahawks,2017_05_Rams_Seahawks,Sean McVay,Pete Carroll,Home,sunny,78,50,0
85,2017,10,Giants,49ers,21,31,400951688,10,1,0,49ers,2017_10_49ers_Giants,Kyle Shanahan,Ben McAdoo,Home,sunny,68,46,5
86,2017,5,Packers,Cowboys,35,31,400951661,-4,0,1,Packers,2017_05_Cowboys_Packers,Jason Garrett,Mike McCarthy,Home,cloudy,68,70,5
87,2017,5,Chiefs,Texans,42,34,400951664,-8,0,1,Chiefs,2017_05_Texans_Chiefs,Bill O'Brien,Andy Reid,Home,cloudy,89,59,9
88,2017,5,Vikings,Bears,20,17,400951691,-3,0,1,Vikings,2017_05_Bears_Vikings,John Fox,Mike Zimmer,Home,cloudy,7,69,10
89,2017,10,Cowboys,Falcons,7,27,400951686,20,1,0,Falcons,2017_10_Falcons_Cowboys,Dan Quinn,Jason Garrett,Home,cloudy,68,70,5
90,2017,10,Texans,Rams,7,33,400951663,26,1,0,Rams,2017_10_Rams_Texans,Sean McVay,Bill O'Brien,Home,cloudy,68,63,5
91,2017,10,Chargers,Jaguars,17,20,400951648,3,1,0,Jaguars,2017_10_Jaguars_Chargers,Doug Marrone,Anthony Lynn,Home,cloudy,76,75,5
92,2017,10,Vikings,Washington,38,30,400951658,-8,0,1,Vikings,2017_10_Washington_Vikings,Jay Gruden,Mike Zimmer,Home,cloudy,44,44,4
93,2017,10,Jets,Buccaneers,10,15,400951653,5,1,0,Buccaneers,2017_10_Buccaneers_Jets,Dirk Koetter,Todd Bowles,Home,cloudy,79,69,16
94,2017,10,Steelers,Colts,20,17,400951565,-3,0,1,Steelers,2017_10_Colts_Steelers,Chuck Pagano,Mike Tomlin,Home,cloudy,42,70,5
95,2017,10,Bengals,Titans,20,24,400951656,4,1,0,Titans,2017_10_Titans_Bengals,Mike Mularkey,Marvin Lewis,Home,cloudy,53,88,4
96,2017,10,Browns,Lions,24,38,400951563,14,1,0,Lions,2017_10_Lions_Browns,Jim Caldwell,Hue Jackson,Home,indoor,68,70,5
97,2017,11,Buccaneers,Dolphins,30,20,400981391,-10,0,1,Buccaneers,2017_11_Dolphins_Buccaneers,Adam Gase,Dirk Koetter,Home,sunny,81,51,9
98,2017,10,Seahawks,Cardinals,22,16,400951553,-6,0,1,Seahawks,2017_10_Cardinals_Seahawks,Bruce Arians,Pete Carroll,Home,cloudy,79,32,0
99,2017,11,Rams,Vikings,7,24,400951775,17,1,0,Vikings,2017_11_Vikings_Rams,Mike Zimmer,Sean McVay,Home,indoor,68,70,5
100,2017,11,Washington,Saints,31,34,400951780,3,1,0,Saints,2017_11_Saints_Washington,Sean Payton,Jay Gruden,Home,sunny,57,44,12
101,2017,4,Lions,Vikings,14,7,400951724,-7,0,1,Lions,2017_04_Vikings_Lions,Mike Zimmer,Jim Caldwell,Home,indoor,68,70,5
102,2017,4,Panthers,Patriots,33,30,400951727,-3,0,1,Panthers,2017_04_Patriots_Panthers,Bill Belichick,Ron Rivera,Home,sunny,61,43,6
103,2017,12,Broncos,Raiders,14,21,400951629,7,1,0,Raiders,2017_12_Raiders_Broncos,Jack Del Rio,Vance Joseph,Home,cloudy,61,95,13
104,2017,12,Seahawks,49ers,24,13,400951618,-11,0,1,Seahawks,2017_12_49ers_Seahawks,Kyle Shanahan,Pete Carroll,Home,cloudy,66,68,12
105,2017,12,Bears,Eagles,3,31,400951610,28,1,0,Eagles,2017_12_Eagles_Bears,Doug Pederson,John Fox,Home,sunny,49,42,17
106,2017,12,Panthers,Jets,35,27,400951606,-8,0,1,Panthers,2017_12_Jets_Panthers,Todd Bowles,Ron Rivera,Home,sunny,47,42,23
107,2017,12,Dolphins,Patriots,17,35,400951600,18,1,0,Patriots,2017_12_Patriots_Dolphins,Bill Belichick,Adam Gase,Home,cloudy,47,37,17
108,2017,12,Bills,Chiefs,16,10,400951595,-6,0,1,Bills,2017_12_Chiefs_Bills,Andy Reid,Sean McDermott,Home,cloudy,62,36,9
109,2017,4,Jaguars,Jets,20,23,400951730,3,1,0,Jets,2017_04_Jets_Jaguars,Todd Bowles,Doug Marrone,Home,sunny,64,44,5
110,2017,4,Steelers,Ravens,26,9,400951708,-17,0,1,Steelers,2017_04_Ravens_Steelers,John Harbaugh,Mike Tomlin,Home,sunny,64,52,6
111,2017,4,Titans,Texans,14,57,400951720,43,1,0,Texans,2017_04_Texans_Titans,Bill O'Brien,Mike Mularkey,Home,sunny,87,53,3
112,2017,12,Titans,Colts,20,16,400951591,-4,0,1,Titans,2017_12_Colts_Titans,Chuck Pagano,Mike Mularkey,Home,sunny,47,51,10
113,2017,12,Browns,Bengals,16,30,400951588,14,1,0,Bengals,2017_12_Bengals_Browns,Marvin Lewis,Hue Jackson,Home,cloudy,46,52,3
114,2017,12,Buccaneers,Falcons,20,34,400951586,14,1,0,Falcons,2017_12_Falcons_Buccaneers,Dan Quinn,Dirk Koetter,Home,cloudy,68,70,5
115,2017,12,Saints,Rams,20,26,400951614,6,1,0,Rams,2017_12_Rams_Saints,Sean McVay,Sean Payton,Home,sunny,72,56,1
116,2017,12,Giants,Washington,10,20,400951577,10,1,0,Redskins,2017_12_Washington_Giants,Jay Gruden,Ben McAdoo,Home,cloudy,33,67,0
117,2017,12,Vikings,Lions,30,23,400951569,-7,0,1,Vikings,2017_12_Lions_Vikings,Jim Caldwell,Mike Zimmer,Home,indoor,68,70,5
118,2017,4,49ers,Cardinals,15,18,400951735,3,1,0,Cardinals,2017_04_Cardinals_49ers,Bruce Arians,Kyle Shanahan,Home,indoor,68,70,5
119,2017,4,Eagles,Chargers,26,24,400951738,-2,0,1,Eagles,2017_04_Chargers_Eagles,Anthony Lynn,Doug Pederson,Home,sunny,72,70,6
120,2017,4,Giants,Buccaneers,23,25,400951742,2,1,0,Buccaneers,2017_04_Buccaneers_Giants,Dirk Koetter,Ben McAdoo,Home,cloudy,91,51,8
121,2017,4,Raiders,Broncos,10,16,400951744,6,1,0,Broncos,2017_04_Broncos_Raiders,Vance Joseph,Jack Del Rio,Home,cloudy,72,26,7
122,2017,4,Colts,Seahawks,18,46,400951747,28,1,0,Seahawks,2017_04_Seahawks_Colts,Pete Carroll,Chuck Pagano,Home,cloudy,61,54,8
123,2017,4,Washington,Chiefs,20,29,400951752,9,1,0,Chiefs,2017_04_Chiefs_Washington,Andy Reid,Jay Gruden,Home,cloudy,82,55,14
124,2017,11,Falcons,Seahawks,34,31,400951818,-3,0,1,Falcons,2017_11_Seahawks_Falcons,Pete Carroll,Dan Quinn,Home,cloudy,45,85,6
125,2017,11,Eagles,Cowboys,37,9,400951817,-28,0,1,Eagles,2017_11_Cowboys_Eagles,Jason Garrett,Doug Pederson,Home,cloudy,54,36,0
126,2017,11,Patriots,Raiders,33,8,400951815,-25,0,1,Patriots,2017_11_Raiders_Patriots,Jack Del Rio,Bill Belichick,Neutral,sunny,66,42,0
127,2017,11,Bengals,Broncos,20,17,400951810,-3,0,1,Bengals,2017_11_Broncos_Bengals,Vance Joseph,Marvin Lewis,Home,cloudy,6,10,7
128,2017,11,Bills,Chargers,24,54,400951807,30,1,0,Chargers,2017_11_Chargers_Bills,Anthony Lynn,Sean McDermott,Home,cloudy,76,24,6
129,2017,11,Cardinals,Texans,21,31,400951771,10,1,0,Texans,2017_11_Texans_Cardinals,Bill O'Brien,Bruce Arians,Home,sunny,6,31,13
130,2017,11,Chiefs,Giants,9,12,400951783,3,1,0,Giants,2017_11_Giants_Chiefs,Ben McAdoo,Andy Reid,Home,cloudy,5,44,23
131,2017,12,Chargers,Cowboys,28,6,400951573,-22,0,1,Chargers,2017_12_Cowboys_Chargers,Jason Garrett,Anthony Lynn,Home,cloudy,68,70,5
132,2017,3,Dolphins,Jets,6,20,400951611,14,1,0,Jets,2017_03_Jets_Dolphins,Todd Bowles,Adam Gase,Home,sunny,88,41,5
133,2017,14,Raiders,Chiefs,15,26,400951654,11,1,0,Chiefs,2017_14_Chiefs_Raiders,Andy Reid,Jack Del Rio,Home,sunny,46,35,13
134,2017,3,Buccaneers,Vikings,17,34,400951604,17,1,0,Vikings,2017_03_Vikings_Buccaneers,Mike Zimmer,Dirk Koetter,Home,indoor,68,70,5
135,2017,6,Buccaneers,Cardinals,33,38,400951770,5,1,0,Cardinals,2017_06_Cardinals_Buccaneers,Bruce Arians,Dirk Koetter,Home,cloudy,68,70,5
136,2017,6,Browns,Texans,17,33,400951700,16,1,0,Texans,2017_06_Texans_Browns,Bill O'Brien,Hue Jackson,Home,cloudy,85,62,7
137,2017,6,Bears,Ravens,27,24,400951699,-3,0,1,Bears,2017_06_Ravens_Bears,John Harbaugh,John Fox,Home,sunny,69,87,7
138,2017,6,49ers,Washington,24,26,400951767,2,1,0,Redskins,2017_06_Washington_49ers,Jay Gruden,Kyle Shanahan,Home,cloudy,68,85,4
139,2017,6,Patriots,Jets,24,17,400951766,-7,0,1,Patriots,2017_06_Jets_Patriots,Todd Bowles,Bill Belichick,Home,cloudy,73,70,13
140,2017,6,Lions,Saints,38,52,400951704,14,1,0,Saints,2017_06_Saints_Lions,Sean Payton,Jim Caldwell,Home,cloudy,84,80,2
141,2017,2,Titans,Jaguars,37,16,400951635,-21,0,1,Titans,2017_02_Jaguars_Titans,Doug Marrone,Mike Mularkey,Home,cloudy,84,59,10
142,2017,2,Browns,Ravens,10,24,400951626,14,1,0,Ravens,2017_02_Ravens_Browns,John Harbaugh,Hue Jackson,Home,cloudy,8,69,2
143,2017,2,Jets,Raiders,20,45,400951669,25,1,0,Raiders,2017_02_Raiders_Jets,Jack Del Rio,Todd Bowles,Home,sunny,7,57,6
144,2017,6,Packers,Vikings,10,23,400951702,13,1,0,Vikings,2017_06_Vikings_Packers,Mike Zimmer,Mike McCarthy,Home,indoor,68,70,5
145,2017,1,Eagles,Washington,30,17,400951592,-13,0,1,Eagles,2017_01_Washington_Eagles,Jay Gruden,Doug Pederson,Home,sunny,67,54,5
146,2017,1,Jaguars,Texans,29,7,400951580,-22,0,1,Jaguars,2017_01_Texans_Jaguars,Bill O'Brien,Doug Marrone,Home,sunny,8,49,10
147,2017,1,Colts,Rams,9,46,400951597,37,1,0,Rams,2017_01_Rams_Colts,Sean McVay,Chuck Pagano,Home,sunny,9,38,2
148,2017,1,Seahawks,Packers,9,17,400951601,8,1,0,Packers,2017_01_Packers_Seahawks,Mike McCarthy,Pete Carroll,Home,sunny,71,49,11
149,2017,6,Rams,Jaguars,27,17,400951773,-10,0,1,Rams,2017_06_Jaguars_Rams,Doug Marrone,Sean McVay,Home,rain,88,68,10
150,2017,6,Dolphins,Falcons,20,17,400951697,-3,0,1,Dolphins,2017_06_Falcons_Dolphins,Dan Quinn,Adam Gase,Home,indoor,68,70,5
151,2017,7,Chiefs,Raiders,30,31,400951571,1,1,0,Raiders,2017_07_Raiders_Chiefs,Jack Del Rio,Andy Reid,Home,cloudy,62,78,1
152,2017,3,Texans,Patriots,33,36,400951607,3,1,0,Patriots,2017_03_Patriots_Texans,Bill Belichick,Bill O'Brien,Home,sunny,84,53,4
153,2017,7,Buccaneers,Bills,27,30,400951575,3,1,0,Bills,2017_07_Bills_Buccaneers,Sean McDermott,Dirk Koetter,Home,sunny,74,45,9
154,2017,7,Panthers,Bears,3,17,400951578,14,1,0,Bears,2017_07_Bears_Panthers,John Fox,Ron Rivera,Home,cloudy,68,70,5
155,2017,7,Titans,Browns,12,9,400951582,-3,0,1,Titans,2017_07_Browns_Titans,Hue Jackson,Mike Mularkey,Home,sunny,74,56,12
156,2017,7,Saints,Packers,26,17,400951585,-9,0,1,Saints,2017_07_Packers_Saints,Mike McCarthy,Sean Payton,Home,rain,52,100,10
157,2017,7,Jaguars,Colts,27,0,400951589,-27,0,1,Jaguars,2017_07_Colts_Jaguars,Chuck Pagano,Doug Marrone,Home,cloudy,72,59,17
158,2017,7,Cardinals,Rams,0,33,400951593,33,1,0,Rams,2017_07_Rams_Cardinals,Sean McVay,Bruce Arians,Neutral,rain,54,72,10
159,2017,7,Jets,Dolphins,28,31,400951598,3,1,0,Dolphins,2017_07_Dolphins_Jets,Adam Gase,Todd Bowles,Home,cloudy,86,67,18
160,2017,2,Dolphins,Chargers,19,17,400951666,-2,0,1,Dolphins,2017_02_Chargers_Dolphins,Anthony Lynn,Adam Gase,Home,cloudy,71,68,7
161,2017,2,Cowboys,Broncos,17,42,400951673,25,1,0,Broncos,2017_02_Broncos_Cowboys,Vance Joseph,Jason Garrett,Home,cloudy,72,41,5
162,2017,2,Washington,Rams,27,20,400951674,-7,0,1,Redskins,2017_02_Rams_Washington,Sean McVay,Jay Gruden,Home,cloudy,76,59,3
163,2017,7,Ravens,Vikings,16,24,400951603,8,1,0,Vikings,2017_07_Vikings_Ravens,Mike Zimmer,John Harbaugh,Home,indoor,68,70,5
164,2017,15,Falcons,Buccaneers,24,21,400951816,-3,0,1,Falcons,2017_15_Buccaneers_Falcons,Dirk Koetter,Dan Quinn,Home,cloudy,71,85,2
165,2017,6,Eagles,Panthers,28,23,400951695,-5,0,1,Eagles,2017_06_Panthers_Eagles,Ron Rivera,Doug Pederson,Home,cloudy,72,88,6
166,2017,15,Cowboys,Raiders,20,17,400951814,-3,0,1,Cowboys,2017_15_Raiders_Cowboys,Jack Del Rio,Jason Garrett,Home,cloudy,57,37,4
167,2017,1,Raiders,Titans,26,16,400951584,-10,0,1,Raiders,2017_01_Titans_Raiders,Mike Mularkey,Jack Del Rio,Home,sunny,72,50,7
168,2017,1,Steelers,Browns,21,18,400951574,-3,0,1,Steelers,2017_01_Browns_Steelers,Hue Jackson,Mike Tomlin,Home,sunny,63,53,11
169,2017,17,Bengals,Ravens,31,27,400951739,-4,0,1,Bengals,2017_17_Ravens_Bengals,John Harbaugh,Marvin Lewis,Home,cloudy,19,36,12
170,2017,17,Saints,Buccaneers,24,31,400951764,7,1,0,Buccaneers,2017_17_Buccaneers_Saints,Dirk Koetter,Sean Payton,Home,cloudy,71,49,3
171,2017,17,Cardinals,Seahawks,26,24,400951793,-2,0,1,Cardinals,2017_17_Seahawks_Cardinals,Pete Carroll,Bruce Arians,Home,sunny,4,78,7
172,2017,17,Raiders,Chargers,10,30,400951791,20,1,0,Chargers,2017_17_Chargers_Raiders,Anthony Lynn,Jack Del Rio,Home,cloudy,62,70,2
173,2017,2,Texans,Bengals,13,9,400951620,-4,0,1,Texans,2017_02_Bengals_Texans,Marvin Lewis,Bill O'Brien,Home,cloudy,69,78,2
174,2017,1,Chiefs,Patriots,42,27,400951566,-15,0,1,Chiefs,2017_01_Patriots_Chiefs,Bill Belichick,Andy Reid,Home,cloudy,63,77,8
175,2017,17,Bills,Dolphins,22,16,400951748,-6,0,1,Bills,2017_17_Dolphins_Bills,Adam Gase,Sean McDermott,Home,cloudy,71,66,9
176,2017,17,49ers,Rams,34,13,400951792,-21,0,1,49ers,2017_17_Rams_49ers,Sean McVay,Kyle Shanahan,Home,sunny,67,43,3
177,2017,17,Jaguars,Titans,10,15,400951788,5,1,0,Titans,2017_17_Titans_Jaguars,Mike Mularkey,Doug Marrone,Home,cloudy,23,45,5
178,2017,17,Chiefs,Broncos,27,24,400951789,-3,0,1,Chiefs,2017_17_Broncos_Chiefs,Vance Joseph,Andy Reid,Home,cloudy,17,76,4
179,2017,17,Panthers,Falcons,10,22,400951734,12,1,0,Falcons,2017_17_Falcons_Panthers,Dan Quinn,Ron Rivera,Home,cloudy,68,70,5
180,2017,2,Cardinals,Colts,16,13,400951632,-3,0,1,Cardinals,2017_02_Colts_Cardinals,Chuck Pagano,Bruce Arians,Home,sunny,78,66,6
181,2017,2,Eagles,Chiefs,20,27,400951636,7,1,0,Chiefs,2017_02_Chiefs_Eagles,Andy Reid,Doug Pederson,Home,cloudy,68,95,7
182,2017,2,Patriots,Saints,36,20,400951639,-16,0,1,Patriots,2017_02_Saints_Patriots,Sean Payton,Bill Belichick,Home,cloudy,85,75,7
183,2017,1,Cardinals,Lions,23,35,400951576,12,1,0,Lions,2017_01_Lions_Cardinals,Jim Caldwell,Bruce Arians,Home,indoor,68,70,5
184,2017,1,Jets,Bills,12,21,400951567,9,1,0,Bills,2017_01_Bills_Jets,Sean McDermott,Todd Bowles,Home,cloudy,65,53,6
185,2017,1,Ravens,Bengals,20,0,400951572,-20,0,1,Ravens,2017_01_Bengals_Ravens,Marvin Lewis,John Harbaugh,Home,sunny,68,43,9
186,2017,17,Browns,Steelers,24,28,400951762,4,1,0,Steelers,2017_17_Steelers_Browns,Mike Tomlin,Hue Jackson,Home,snow,11,80,3
187,2017,17,Cowboys,Eagles,6,0,400951759,-6,0,1,Cowboys,2017_17_Eagles_Cowboys,Doug Pederson,Jason Garrett,Home,sunny,19,30,17
188,2017,17,Washington,Giants,10,18,400951757,8,1,0,Giants,2017_17_Giants_Washington,Steve Spagnuolo,Jay Gruden,Home,cloudy,16,42,16
189,2017,17,Jets,Patriots,6,26,400951756,20,1,0,Patriots,2017_17_Patriots_Jets,Bill Belichick,Todd Bowles,Home,cloudy,13,42,14
190,2017,17,Bears,Vikings,10,23,400951750,13,1,0,Vikings,2017_17_Vikings_Bears,Mike Zimmer,John Fox,Home,indoor,68,70,5
191,2017,17,Texans,Colts,13,22,400951745,9,1,0,Colts,2017_17_Colts_Texans,Chuck Pagano,Bill O'Brien,Home,sunny,9,66,7
192,2017,17,Packers,Lions,11,35,400951741,24,1,0,Lions,2017_17_Lions_Packers,Jim Caldwell,Mike McCarthy,Home,indoor,68,70,5
193,2017,6,Giants,Broncos,23,10,400951782,-13,0,1,Giants,2017_06_Broncos_Giants,Vance Joseph,Ben McAdoo,Home,cloudy,61,17,4
194,2017,6,Chargers,Raiders,17,16,400951779,-1,0,1,Chargers,2017_06_Raiders_Chargers,Jack Del Rio,Anthony Lynn,Home,sunny,76,25,9
195,2017,6,Steelers,Chiefs,19,13,400951776,-6,0,1,Steelers,2017_06_Chiefs_Steelers,Andy Reid,Mike Tomlin,Home,sunny,6,56,14
196,2017,2,Vikings,Steelers,9,26,400951643,17,1,0,Steelers,2017_02_Steelers_Vikings,Mike Tomlin,Mike Zimmer,Home,sunny,78,64,1
197,2017,2,Bears,Buccaneers,7,29,400951645,22,1,0,Buccaneers,2017_02_Buccaneers_Bears,Dirk Koetter,John Fox,Home,cloudy,88,62,7
198,2017,2,Bills,Panthers,3,9,400951630,6,1,0,Panthers,2017_02_Panthers_Bills,Ron Rivera,Sean McDermott,Home,sunny,83,60,5
199,2017,1,Falcons,Bears,23,17,400951570,-6,0,1,Falcons,2017_01_Bears_Falcons,John Fox,Dan Quinn,Home,sunny,64,57,10
200,2017,1,Panthers,49ers,23,3,400951605,-20,0,1,Panthers,2017_01_49ers_Panthers,Kyle Shanahan,Ron Rivera,Home,cloudy,87,43,8
201,2017,10,Saints,Bills,47,10,400951555,-37,0,1,Saints,2017_10_Bills_Saints,Sean McDermott,Sean Payton,Home,cloudy,42,50,2
202,2017,15,Titans,49ers,23,25,400951813,2,1,0,49ers,2017_15_49ers_Titans,Kyle Shanahan,Mike Mularkey,Home,sunny,65,17,22
203,2017,15,Broncos,Colts,25,13,400951705,-12,0,1,Broncos,2017_15_Colts_Broncos,Chuck Pagano,Vance Joseph,Home,cloudy,25,62,5
204,2017,15,Eagles,Giants,34,29,400951808,-5,0,1,Eagles,2017_15_Giants_Eagles,Steve Spagnuolo,Doug Pederson,Home,cloudy,35,58,5
205,2017,8,Dolphins,Ravens,0,40,400951670,40,1,0,Ravens,2017_08_Ravens_Dolphins,John Harbaugh,Adam Gase,Home,cloudy,56,49,9
206,2017,16,Chargers,Jets,14,7,400951642,-7,0,1,Chargers,2017_16_Jets_Chargers,Todd Bowles,Anthony Lynn,Home,cloudy,4,55,6
207,2017,16,Broncos,Washington,11,27,400951671,16,1,0,Redskins,2017_16_Washington_Broncos,Jay Gruden,Vance Joseph,Home,cloudy,43,59,7
208,2017,16,Buccaneers,Panthers,19,22,400951613,3,1,0,Panthers,2017_16_Panthers_Buccaneers,Ron Rivera,Dirk Koetter,Home,cloudy,55,63,6
209,2017,8,Falcons,Jets,25,20,400951721,-5,0,1,Falcons,2017_08_Jets_Falcons,Todd Bowles,Dan Quinn,Home,rain,63,93,5
210,2017,15,Bears,Lions,10,20,400951768,10,1,0,Lions,2017_15_Lions_Bears,Jim Caldwell,John Fox,Home,indoor,68,70,5
