,idgame,team,pass_completion,pass_yds,pass_avg,pass_td,pass_int,sacks,qbr,rtg,rush_car,rush_yds,rush_avg,rush_td,rush_long,receptions,rec_yds,rec_avg,rec_td,rec_long,rec_tgs,fumbles,fumbles_lost,fumbles_rec,defense_tot,defense_solo,defense_sacks,defense_tfl,defense_pd,defense_qb_hits,defense_td,interceptions,interceptions_yds,interceptions_td,kicks_return_no,kicks_return_yds,kicks_return_avg,kicks_return_long,kicks_return_td,punt_return_no,punt_return_yds,punt_return_avg,punt_return_long,punt_return_td,kicking_pct,kicking_long,kicking_pts,punting_no,punting_yds,punting_avg,punting_tb,punting_in_20,punting_long,date,delta_match
1097,401127954,Dolphins,0.8160919540229885,190.0,8.1,1.0,2.0,0.5666666666666667,0.5666666666666667,68.8,12.0,21.0,12.8,0.0,25.0,15.0,190.0,94.5,1.0,143.0,32.0,1.0,1.0,0.0,85.0,44.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,59.0,19.7,23.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,54.0,4.0,6.0,322.0,53.7,0.0,2.0,58.0,2019-09-08 17:00:00+00:00,251 days 23:00:00
1098,401127954,Ravens,1.85,379.0,25.4,6.0,0.0,1.0,1.0,302.70000000000005,46.0,265.0,79.10000000000001,2.0,141.0,23.0,379.0,109.2,6.0,206.0,25.0,0.0,0.0,1.0,35.0,27.0,3.0,7.0,9.0,12.0,0.0,2.0,14.0,0.0,1.0,9.0,9.0,9.0,0.0,2.0,29.0,14.5,15.0,0.0,100.0,34.0,11.0,1.0,56.0,56.0,0.0,1.0,56.0,2019-09-08 17:00:00+00:00,251 days 19:35:00
1099,401127955,Bengals,0.5483870967741935,151.0,4.9,1.0,4.0,0.0,0.0,39.2,32.0,164.0,11.3,0.0,48.0,17.0,151.0,67.6,1.0,102.0,29.0,1.0,1.0,0.0,60.0,40.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,36.0,18.0,21.0,0.0,2.0,9.0,9.0,9.0,0.0,100.0,48.0,7.0,3.0,125.0,41.7,0.0,0.0,50.0,2019-12-15 18:00:00+00:00,7 days 00:00:00
1100,401127955,Patriots,0.5172413793103449,128.0,4.4,2.0,0.0,0.1666666666666666,0.1666666666666666,86.6,32.0,175.0,27.8,1.0,69.0,15.0,128.0,59.1,2.0,81.0,28.0,1.0,0.0,1.0,65.0,32.0,0.0,1.0,9.0,3.0,1.0,4.0,77.0,1.0,2.0,42.0,21.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,100.0,46.0,10.0,5.0,241.0,48.2,1.0,0.0,65.0,2019-12-15 18:00:00+00:00,6 days 20:35:00
1101,401127956,Raiders,0.7941176470588235,242.0,7.1,2.0,1.0,0.1428571428571428,0.1428571428571428,103.7,20.0,88.0,22.6,0.0,44.0,27.0,242.0,44.0,2.0,96.0,33.0,1.0,0.0,0.0,65.0,43.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,217.0,54.3,0.0,2.0,60.0,2019-09-22 17:00:00+00:00,6 days 20:55:00
1102,401127956,Vikings,0.7142857142857143,174.0,8.3,1.0,0.0,0.0,0.0,112.0,38.0,211.0,25.0,3.0,81.0,15.0,174.0,62.6,1.0,95.0,20.0,1.0,0.0,0.0,57.0,45.0,4.0,5.0,1.0,5.0,0.0,1.0,13.0,0.0,1.0,25.0,25.0,25.0,0.0,3.0,21.0,7.0,13.0,0.0,100.0,50.0,10.0,2.0,95.0,47.5,0.0,1.0,51.0,2019-09-22 17:00:00+00:00,7 days 00:00:00
1103,401127957,Cowboys,0.5757575757575758,212.0,6.4,0.0,1.0,0.0,0.0,64.2,26.0,109.0,12.9,0.0,24.0,19.0,212.0,59.0,0.0,121.0,32.0,2.0,0.0,0.0,61.0,38.0,2.0,7.5,4.0,7.0,0.0,0.0,0.0,0.0,3.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,46.0,9.0,4.0,160.0,40.0,0.0,0.0,49.0,2019-11-24 21:25:00+00:00,7 days 03:25:00
1104,401127957,Patriots,0.4594594594594595,190.0,5.1,1.0,0.0,0.2222222222222222,0.2222222222222222,70.8,27.0,101.0,17.8,0.0,34.0,17.0,190.0,46.1,1.0,78.0,35.0,1.0,0.0,0.0,71.0,44.0,0.0,2.5,4.0,5.0,0.0,1.0,0.0,0.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.0,7.0,6.0,263.0,43.8,3.0,2.0,65.0,2019-11-24 21:25:00+00:00,7 days 00:00:00
1105,401127958,Bengals,0.7105263157894737,262.0,6.9,2.0,0.0,0.0,0.0,107.6,23.0,108.0,12.4,0.0,32.0,27.0,262.0,79.8,2.0,120.0,37.0,1.0,0.0,0.0,78.0,44.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,97.0,32.3,52.0,0.0,2.0,9.0,9.0,9.0,0.0,100.0,48.0,11.0,3.0,147.0,49.0,0.0,0.0,63.0,2019-10-06 17:00:00+00:00,5 days 16:45:00
1106,401127958,Cardinals,0.625,253.0,7.9,0.0,0.0,0.2,0.2,87.1,38.0,266.0,31.700000000000003,2.0,87.0,20.0,253.0,118.2,0.0,143.0,31.0,0.0,0.0,0.0,67.0,41.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,52.0,26.0,30.0,0.0,2.0,24.0,12.0,17.0,0.0,80.0,31.0,14.0,3.0,150.0,50.0,1.0,1.0,55.0,2019-10-06 17:00:00+00:00,6 days 20:55:00
1107,401127959,Eagles,0.5277777777777778,259.0,7.2,2.0,0.0,0.2307692307692307,0.2307692307692307,94.6,30.0,127.0,17.8,1.0,47.0,19.0,259.0,84.3,2.0,113.0,36.0,3.0,2.0,0.0,48.0,39.0,0.0,5.5,6.0,4.0,0.0,0.0,0.0,0.0,3.0,54.0,18.0,20.0,0.0,1.0,2.0,2.0,2.0,0.0,100.0,25.0,6.0,3.0,144.0,48.0,0.0,1.0,57.0,2019-09-22 17:00:00+00:00,6 days 16:40:00
1108,401127959,Lions,0.5625,201.0,6.3,1.0,0.0,0.0,0.0,85.5,28.0,86.0,47.4,1.0,61.0,18.0,201.0,80.6,1.0,105.0,32.0,0.0,0.0,2.0,69.0,39.0,3.0,5.5,8.0,6.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,100.0,1.0,1.0,24.0,24.0,24.0,0.0,66.7,33.0,9.0,5.0,226.0,45.2,2.0,2.0,53.0,2019-09-22 17:00:00+00:00,7 days 00:00:00
1109,401127960,Falcons,0.6956521739130435,330.0,7.2,3.0,1.0,0.1428571428571428,0.1428571428571428,102.6,20.0,57.0,9.8,1.0,40.0,32.0,330.0,81.8,3.0,117.0,44.0,1.0,0.0,1.0,80.0,49.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,64.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.0,6.0,5.0,251.0,50.2,0.0,2.0,60.0,2019-10-06 17:00:00+00:00,7 days 00:00:00
1110,401127960,Texans,0.8484848484848485,426.0,12.9,5.0,0.0,0.0,0.0,158.3,34.0,166.0,21.3,1.0,68.0,28.0,426.0,91.1,5.0,165.0,33.0,5.0,1.0,0.0,72.0,42.0,2.0,5.0,4.0,8.0,1.0,1.0,79.0,1.0,1.0,22.0,22.0,22.0,0.0,4.0,22.0,5.5,11.0,0.0,100.0,50.0,11.0,1.0,35.0,35.0,0.0,0.0,35.0,2019-10-06 17:00:00+00:00,7 days 00:00:00
1111,401127961,Falcons,0.717391304347826,304.0,6.6,2.0,2.0,0.125,0.125,85.8,17.0,73.0,18.6,0.0,32.0,33.0,304.0,77.5,2.0,121.0,45.0,1.0,1.0,0.0,53.0,38.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,44.0,22.0,26.0,0.0,4.0,46.0,11.5,18.0,0.0,0.0,0.0,0.0,3.0,130.0,43.3,0.0,2.0,52.0,2019-09-08 17:00:00+00:00,251 days 23:00:00
1112,401127961,Vikings,0.8,98.0,9.8,1.0,0.0,1.0,1.0,140.8,38.0,172.0,15.4,3.0,54.0,8.0,98.0,46.3,1.0,71.0,9.0,2.0,0.0,1.0,66.0,54.0,4.0,7.0,8.0,7.0,0.0,2.0,0.0,0.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,247.0,49.4,0.0,2.0,57.0,2019-09-08 17:00:00+00:00,251 days 19:35:00
1113,401127962,Cardinals,0.6976744186046512,173.0,4.0,2.0,2.0,0.1739130434782608,0.1739130434782608,73.1,22.0,121.0,17.0,0.0,43.0,30.0,173.0,50.1,2.0,94.0,42.0,0.0,0.0,1.0,62.0,39.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,0.0,2.0,20.0,10.0,20.0,0.0,100.0,47.0,8.0,5.0,212.0,84.7,0.0,2.0,97.0,2019-09-22 20:05:00+00:00,7 days 03:05:00
1114,401127962,Panthers,0.7307692307692307,261.0,10.0,4.0,0.0,0.0952380952380952,0.0952380952380952,144.4,31.0,173.0,24.6,1.0,97.0,19.0,261.0,113.8,4.0,146.0,25.0,2.0,1.0,0.0,66.0,60.0,8.0,10.0,4.0,10.0,0.0,2.0,25.0,0.0,2.0,36.0,18.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,36.0,8.0,3.0,145.0,48.3,0.0,1.0,53.0,2019-09-22 20:05:00+00:00,9 days 19:45:00
1115,401127963,Bills,0.6486486486486487,254.0,6.9,1.0,2.0,0.0833333333333333,0.0833333333333333,71.2,25.0,128.0,23.1,1.0,40.0,24.0,254.0,63.2,1.0,115.0,35.0,2.0,2.0,1.0,67.0,40.0,4.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,0.0,100.0,43.0,5.0,3.0,130.0,43.3,2.0,1.0,60.0,2019-09-08 17:00:00+00:00,251 days 23:00:00
1116,401127963,Jets,0.6829268292682927,175.0,4.3,1.0,0.0,0.2,0.2,84.9,21.0,68.0,9.5,0.0,18.0,28.0,175.0,34.4,1.0,73.0,41.0,2.0,1.0,2.0,61.0,36.0,1.0,5.5,6.0,9.0,1.0,2.0,21.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,304.0,43.4,0.0,5.0,54.0,2019-09-08 17:00:00+00:00,251 days 23:00:00
1117,401127964,49ers,1.7428571428571429,384.0,45.0,5.0,1.0,0.1,0.1,290.0,24.0,162.0,33.9,1.0,85.0,27.0,384.0,86.1,5.0,199.0,35.0,0.0,0.0,1.0,67.0,50.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,21.0,0.0,1.0,3.0,3.0,3.0,0.0,100.0,41.0,12.0,3.0,134.0,44.7,0.0,0.0,49.0,2019-12-08 18:00:00+00:00,7 days 00:00:00
1118,401127964,Saints,0.725,349.0,8.7,5.0,0.0,0.0,0.0,178.0,27.0,116.0,23.4,1.0,51.0,29.0,349.0,115.2,5.0,197.0,41.0,2.0,1.0,0.0,58.0,42.0,3.0,8.0,4.0,6.0,0.0,1.0,3.0,0.0,5.0,155.0,31.0,51.0,0.0,2.0,37.0,18.5,25.0,0.0,100.0,55.0,10.0,1.0,45.0,45.0,0.0,0.0,45.0,2019-12-08 18:00:00+00:00,9 days 16:40:00
1119,401127965,Buccaneers,0.5555555555555556,204.0,7.6,2.0,0.0,0.1304347826086956,0.1304347826086956,104.6,22.0,94.0,26.2,1.0,41.0,15.0,204.0,72.9,2.0,84.0,26.0,1.0,0.0,0.0,63.0,51.0,0.0,0.0,3.0,2.0,0.0,1.0,14.0,0.0,2.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.0,6.0,6.0,263.0,43.8,0.0,2.0,48.0,2019-10-06 17:00:00+00:00,6 days 20:55:00
1120,401127965,Saints,2.764705882352941,345.0,40.2,4.0,1.0,0.0,0.0,368.9,31.0,112.0,17.3,0.0,45.0,28.0,345.0,67.3,4.0,136.0,34.0,1.0,0.0,0.0,48.0,40.0,6.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.7,5.0,0.0,100.0,29.0,7.0,3.0,113.0,37.7,0.0,1.0,41.0,2019-10-06 17:00:00+00:00,6 days 16:40:00
1121,401127966,Buccaneers,0.6216216216216216,380.0,10.3,3.0,1.0,0.16,0.16,112.4,32.0,144.0,23.2,0.0,48.0,23.0,380.0,120.8,3.0,172.0,36.0,0.0,0.0,2.0,57.0,34.0,5.0,8.5,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.8,8.0,0.0,80.0,52.0,13.0,4.0,179.0,44.8,1.0,1.0,49.0,2019-09-22 20:05:00+00:00,9 days 19:45:00
1122,401127966,Giants,0.6388888888888888,336.0,9.3,2.0,0.0,0.2083333333333333,0.2083333333333333,112.7,19.0,72.0,21.4,2.0,42.0,23.0,336.0,81.2,2.0,190.0,36.0,3.0,2.0,0.0,77.0,50.0,4.0,5.0,4.0,10.0,0.0,1.0,13.0,0.0,1.0,22.0,22.0,22.0,0.0,1.0,13.0,13.0,13.0,0.0,100.0,36.0,6.0,5.0,244.0,48.8,0.0,1.0,52.0,2019-09-22 20:05:00+00:00,7 days 03:05:00
1123,401127967,Patriots,0.5106382978723404,326.0,6.9,3.0,1.0,0.1304347826086956,0.1304347826086956,85.9,29.0,145.0,21.1,0.0,65.0,24.0,326.0,104.5,3.0,163.0,45.0,0.0,0.0,0.0,53.0,33.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,15.0,0.0,1.0,6.0,6.0,6.0,0.0,100.0,23.0,4.0,4.0,176.0,44.0,0.0,2.0,59.0,2019-12-02 01:20:00+00:00,7 days 03:55:00
1124,401127967,Texans,1.72,240.0,15.4,4.0,0.0,0.1875,0.1875,272.0,23.0,52.0,5.4,0.0,19.0,19.0,240.0,93.4,4.0,128.0,26.0,0.0,0.0,0.0,67.0,43.0,3.0,6.0,8.0,12.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,12.0,14.0,0.0,0.0,0.0,4.0,5.0,236.0,47.2,0.0,3.0,56.0,2019-12-02 01:20:00+00:00,10 days 00:00:00
1125,401127968,Eagles,0.717948717948718,313.0,8.0,3.0,0.0,0.0,0.0,121.0,31.0,123.0,18.1,1.0,57.0,28.0,313.0,66.2,3.0,126.0,39.0,0.0,0.0,0.0,49.0,38.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,11.5,17.0,0.0,100.0,22.0,6.0,3.0,154.0,51.3,0.0,1.0,54.0,2019-09-08 17:00:00+00:00,251 days 19:35:00
1126,401127968,Washington,0.6818181818181818,380.0,8.6,3.0,0.0,0.1,0.1,117.6,13.0,28.0,5.1,0.0,12.0,30.0,380.0,97.0,3.0,203.0,43.0,0.0,0.0,0.0,62.0,48.0,1.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,46.0,15.3,19.0,0.0,1.0,11.0,11.0,11.0,0.0,100.0,48.0,9.0,5.0,272.0,54.4,0.0,1.0,58.0,2019-09-08 17:00:00+00:00,251 days 19:35:00
1127,401127969,Dolphins,0.5675675675675675,245.0,6.6,0.0,1.0,0.4,0.4,65.7,26.0,122.0,13.8,0.0,46.0,21.0,245.0,71.4,0.0,103.0,35.0,3.0,0.0,0.0,76.0,38.0,1.0,2.5,5.0,3.0,0.0,1.0,35.0,0.0,1.0,13.0,13.0,13.0,0.0,1.0,7.0,7.0,7.0,0.0,87.5,53.0,21.0,1.0,45.0,45.0,0.0,0.0,45.0,2019-12-08 18:00:00+00:00,7 days 00:00:00
1128,401127969,Jets,0.5555555555555556,270.0,7.5,2.0,1.0,0.125,0.125,86.6,32.0,112.0,12.3,0.0,28.0,20.0,270.0,109.4,2.0,148.0,35.0,2.0,0.0,0.0,59.0,47.0,2.0,6.0,4.0,12.0,0.0,1.0,0.0,0.0,4.0,90.0,22.5,29.0,0.0,1.0,12.0,12.0,12.0,0.0,100.0,44.0,10.0,3.0,125.0,41.7,1.0,1.0,45.0,2019-12-08 18:00:00+00:00,7 days 00:00:00
1129,401127971,Giants,0.5526315789473685,182.0,4.8,1.0,1.0,0.1142857142857142,0.1142857142857142,65.9,20.0,64.0,18.7,0.0,34.0,21.0,182.0,52.6,1.0,88.0,36.0,0.0,0.0,1.0,75.0,46.0,3.0,9.5,2.0,3.0,0.0,0.0,0.0,0.0,2.0,76.0,38.0,52.0,0.0,1.0,17.0,17.0,17.0,0.0,100.0,32.0,4.0,3.0,134.0,44.7,1.0,1.0,56.0,2019-10-06 17:00:00+00:00,7 days 00:00:00
1130,401127971,Vikings,0.8148148148148148,306.0,11.3,2.0,0.0,0.1111111111111111,0.1111111111111111,138.6,34.0,211.0,22.7,0.0,79.0,22.0,306.0,61.400000000000006,2.0,114.0,24.0,3.0,1.0,0.0,56.0,40.0,4.0,7.0,11.0,8.0,0.0,1.0,2.0,0.0,2.0,42.0,42.0,42.0,0.0,1.0,15.0,15.0,15.0,0.0,100.0,48.0,14.0,1.0,57.0,57.0,0.0,0.0,57.0,2019-10-06 17:00:00+00:00,6 days 20:35:00
1131,401127973,Bills,1.1142857142857143,237.0,7.6,0.0,2.0,1.0,1.0,113.4,20.0,73.0,20.9,0.0,46.0,21.0,237.0,56.0,0.0,105.0,39.0,2.0,1.0,0.0,64.0,46.0,2.0,7.5,4.0,2.0,0.0,1.0,2.0,0.0,3.0,65.0,21.7,24.0,0.0,1.0,4.0,4.0,4.0,0.0,100.0,29.0,6.0,6.0,215.0,35.8,0.0,2.0,51.0,2019-12-29 18:00:00+00:00,7 days 20:30:00
1132,401127973,Jets,0.6388888888888888,199.0,5.5,1.0,1.0,0.1428571428571428,0.1428571428571428,76.0,27.0,86.0,25.8,0.0,46.0,23.0,199.0,55.2,1.0,98.0,33.0,1.0,0.0,1.0,52.0,43.0,1.0,10.5,7.0,2.0,0.0,2.0,15.0,0.0,1.0,16.0,16.0,16.0,0.0,1.0,9.0,9.0,9.0,0.0,50.0,47.0,7.0,5.0,214.0,42.8,0.0,2.0,54.0,2019-12-29 18:00:00+00:00,7 days 00:00:00
1133,401127974,Cardinals,0.6666666666666666,104.0,5.0,0.0,0.0,0.1333333333333333,0.1333333333333333,78.3,38.0,156.0,9.5,3.0,35.0,14.0,104.0,66.3,0.0,70.0,21.0,0.0,0.0,2.0,70.0,42.0,8.0,12.0,3.0,13.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,100.0,47.0,9.0,4.0,169.0,42.3,1.0,1.0,57.0,2019-10-20 17:00:00+00:00,6 days 20:55:00
1134,401127974,Giants,0.6285714285714286,223.0,6.4,1.0,1.0,0.1194029850746268,0.1194029850746268,78.6,22.0,107.0,12.8,1.0,31.0,22.0,223.0,69.6,1.0,110.0,35.0,3.0,2.0,0.0,66.0,42.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,87.0,21.8,30.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,3.0,3.0,112.0,37.3,0.0,1.0,43.0,2019-10-20 17:00:00+00:00,9 days 16:40:00
1135,401127975,Panthers,0.7347560975609756,299.0,7.7,0.0,2.0,0.3928571428571428,0.3928571428571428,72.7,18.0,41.0,9.6,1.0,21.0,26.0,299.0,97.8,0.0,165.0,49.0,1.0,1.0,0.0,64.0,41.0,1.0,5.5,6.0,4.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,25.0,0.0,2.0,4.0,2.0,5.0,0.0,100.0,23.0,4.0,7.0,347.0,49.6,1.0,4.0,62.0,2019-12-29 18:00:00+00:00,7 days 00:00:00
1136,401127975,Saints,1.6333333333333333,267.0,22.4,3.0,0.0,0.3333333333333333,0.3333333333333333,242.1,35.0,115.0,16.0,2.0,38.0,20.0,267.0,140.2,3.0,177.0,29.0,0.0,0.0,1.0,53.0,40.0,2.0,3.0,10.0,5.0,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,15.0,0.0,0.0,0.0,6.0,6.0,283.0,47.2,0.0,2.0,58.0,2019-12-29 18:00:00+00:00,7 days 00:00:00
1137,401127976,Buccaneers,0.625,358.0,7.5,1.0,2.0,0.2105263157894736,0.2105263157894736,74.8,26.0,118.0,25.8,2.0,60.0,30.0,358.0,91.2,1.0,173.0,45.0,2.0,1.0,1.0,57.0,43.0,2.0,7.5,6.0,5.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,17.0,0.0,2.0,9.0,4.5,6.0,0.0,100.0,45.0,12.0,3.0,142.0,47.3,0.0,2.0,49.0,2019-11-10 18:00:00+00:00,6 days 20:55:00
1138,401127976,Cardinals,1.6136363636363638,350.0,33.4,3.0,1.0,0.25,0.25,216.0,18.0,75.0,16.599999999999998,0.0,54.0,28.0,350.0,101.4,3.0,206.0,43.0,1.0,1.0,1.0,72.0,52.0,4.0,8.0,6.0,10.0,0.0,2.0,2.0,0.0,2.0,43.0,21.5,22.0,0.0,1.0,2.0,2.0,2.0,0.0,100.0,54.0,9.0,3.0,158.0,52.7,0.0,1.0,56.0,2019-11-10 18:00:00+00:00,9 days 17:40:00
1139,401127977,49ers,0.5714285714285714,151.0,7.2,0.0,1.0,0.4,0.4,59.8,39.0,137.0,16.5,0.0,39.0,12.0,151.0,80.2,0.0,89.0,20.0,1.0,0.0,1.0,52.0,38.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,15.0,17.0,0.0,75.0,29.0,9.0,2.0,94.0,47.0,0.0,2.0,48.0,2019-10-20 17:00:00+00:00,6 days 20:55:00
1140,401127977,Washington,0.75,77.0,6.4,0.0,0.0,0.1111111111111111,0.1111111111111111,91.3,26.0,104.0,8.7,0.0,32.0,9.0,77.0,52.2,0.0,67.0,12.0,1.0,1.0,0.0,68.0,51.0,2.0,5.0,5.0,4.0,0.0,1.0,33.0,0.0,3.0,63.0,21.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,198.0,49.5,0.0,0.0,57.0,2019-10-20 17:00:00+00:00,7 days 00:00:00
1141,401127978,Bengals,0.5714285714285714,190.0,6.8,1.0,1.0,0.125,0.125,75.0,39.0,179.0,11.8,3.0,56.0,16.0,190.0,84.8,1.0,120.0,27.0,1.0,0.0,0.0,46.0,32.0,6.0,9.0,5.0,9.0,0.0,3.0,56.0,0.0,3.0,62.0,44.0,45.0,0.0,2.0,1.0,0.5,1.0,0.0,100.0,47.0,9.0,3.0,167.0,55.7,1.0,1.0,60.0,2019-12-29 18:00:00+00:00,7 days 00:00:00
1142,401127978,Browns,0.4444444444444444,279.0,10.3,3.0,3.0,0.15,0.15,79.6,20.0,74.0,11.8,0.0,24.0,12.0,279.0,130.7,3.0,169.0,24.0,1.0,0.0,0.0,73.0,39.0,1.0,7.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,95.0,57.0,66.0,0.0,1.0,9.0,9.0,9.0,0.0,100.0,42.0,5.0,4.0,207.0,51.8,0.0,2.0,62.0,2019-12-29 18:00:00+00:00,7 days 00:00:00
1143,401127979,Chargers,0.631578947368421,329.0,8.7,2.0,0.0,0.3333333333333333,0.3333333333333333,108.3,21.0,39.0,3.4,0.0,9.0,24.0,329.0,67.7,2.0,112.0,37.0,2.0,1.0,0.0,74.0,49.0,2.0,5.5,4.0,5.0,0.0,1.0,3.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,8.0,2.0,93.0,46.5,0.0,1.0,58.0,2019-10-20 20:05:00+00:00,21 days 03:05:00
1144,401127979,Titans,1.793103448275862,323.0,21.8,2.0,1.0,0.1176470588235294,0.1176470588235294,232.6,29.0,97.0,5.5,1.0,18.0,24.0,323.0,120.8,2.0,173.0,29.0,2.0,0.0,1.0,62.0,39.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,69.0,23.0,24.0,0.0,1.0,14.0,14.0,14.0,0.0,100.0,45.0,5.0,2.0,84.0,42.0,0.0,2.0,50.0,2019-10-20 20:05:00+00:00,6 days 23:40:00
1145,401127980,Cowboys,0.696969696969697,303.0,9.2,4.0,0.0,0.3333333333333333,0.3333333333333333,138.0,36.0,223.0,28.8,1.0,73.0,23.0,303.0,71.5,4.0,153.0,32.0,1.0,1.0,1.0,55.0,29.0,2.0,7.0,7.0,5.0,0.0,1.0,0.0,0.0,2.0,57.0,28.5,30.0,0.0,3.0,6.0,2.0,7.0,0.0,100.0,48.0,17.0,2.0,62.0,31.0,0.0,0.0,44.0,2019-12-29 21:25:00+00:00,7 days 00:00:00
1146,401127980,Washington,0.4864864864864865,206.0,5.6,1.0,1.0,0.0869565217391304,0.0869565217391304,63.6,20.0,88.0,5.4,0.0,48.0,18.0,206.0,60.7,1.0,134.0,35.0,1.0,1.0,1.0,71.0,55.0,3.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.0,10.0,4.0,227.0,56.8,1.0,1.0,70.0,2019-12-29 21:25:00+00:00,7 days 03:25:00
1147,401127981,Chiefs,0.72,446.0,8.9,3.0,0.0,0.1538461538461538,0.1538461538461538,158.9,25.0,97.0,15.1,0.0,33.0,36.0,446.0,140.2,3.0,186.0,49.0,2.0,1.0,1.0,56.0,37.0,4.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,4.0,90.0,22.5,30.0,0.0,1.0,5.0,5.0,5.0,0.0,80.0,43.0,14.0,1.0,26.0,26.0,0.0,0.0,26.0,2019-11-10 18:00:00+00:00,7 days 00:00:00
1148,401127981,Titans,0.6842105263157895,181.0,9.5,2.0,0.0,0.1142857142857142,0.1142857142857142,133.9,26.0,225.0,20.5,2.0,86.0,13.0,181.0,133.0,2.0,147.0,19.0,1.0,1.0,1.0,89.0,55.0,2.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,46.0,15.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,204.0,51.0,0.0,2.0,65.0,2019-11-10 18:00:00+00:00,7 days 00:00:00
1149,401127982,Bears,0.6296296296296297,251.0,4.6,2.0,0.0,0.125,0.125,86.3,7.0,17.0,7.3,0.0,14.0,34.0,251.0,70.1,2.0,113.0,51.0,2.0,2.0,0.0,68.0,57.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,163.0,40.8,102.0,1.0,2.0,6.0,3.0,10.0,0.0,100.0,46.0,5.0,6.0,263.0,43.8,0.0,0.0,54.0,2019-10-20 20:25:00+00:00,21 days 00:00:00
1150,401127982,Saints,0.6052631578947368,281.0,7.4,2.0,0.0,0.125,0.125,100.9,35.0,151.0,20.7,2.0,50.0,23.0,281.0,87.1,2.0,146.0,36.0,0.0,0.0,2.0,48.0,44.0,2.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,54.0,18.0,32.0,0.0,5.0,46.0,9.2,23.0,0.0,50.0,39.0,10.0,4.0,169.0,42.3,0.0,2.0,58.0,2019-10-20 20:25:00+00:00,7 days 03:25:00
