,idgame,date,stade,location,attendance,capacity,people,line,over_under,attendance_info,month,dayofmonth,dayofweek,hour,minute
45,401326519,2021-12-05 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",70801.0,71500,99.0,Line: LAR -14.0,Over/Under: 48.0,1,12,5,6,21,5
46,400951731,2017-12-03 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25320.0,27000,94.0,,,1,12,3,6,21,5
47,401220237,2020-12-06 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -2.0,Over/Under: 47.0,0,12,6,6,21,25
48,401326533,2021-12-12 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -9.0,Over/Under: 43.5,1,12,12,6,21,5
49,400951687,2017-12-10 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25393.0,27000,94.0,,,1,12,10,6,21,5
50,401220350,2020-12-20 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -17.0,Over/Under: 44.5,0,12,20,6,21,5
51,401220349,2020-12-11 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -4.5,Over/Under: 43.5,0,12,11,4,1,20
52,401220239,2020-12-13 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -1.5,Over/Under: 49.0,0,12,13,6,21,25
53,401326537,2021-12-17 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: KC -3.0,Over/Under: 54.0,1,12,17,4,1,20
54,401220234,2020-12-27 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -2.0,Over/Under: 47.5,0,12,27,6,21,5
55,401326550,2021-12-22 00:00:00+00:00,SoFi Stadium,"Inglewood, CA",71565.0,71500,100.0,Line: LAR -7.0,Over/Under: 47.0,1,12,22,2,0,0
56,401128113,2019-12-15 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25446.0,27000,94.0,,,1,12,15,6,21,5
57,401127896,2019-12-22 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25380.0,27000,94.0,,,1,12,22,6,21,5
58,401030897,2018-12-23 01:20:00+00:00,Dignity Health Sports Park,"Carson, CA",25571.0,27000,95.0,,,1,12,23,6,1,20
59,401326579,2022-01-02 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -7.5,Over/Under: 45.0,1,1,2,6,21,5
60,400951791,2017-12-31 21:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25430.0,27000,94.0,,,1,12,31,6,21,25
61,401326599,2022-01-09 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",74447.0,71500,100.0,Line: LAR -3.0,Over/Under: 46.5,1,1,9,6,21,25
62,401220344,2021-01-03 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -1.0,Over/Under: 42.0,0,1,3,6,21,25
