,idgame,date,stade,location,attendance,capacity,people,line,over_under,attendance_info,month,dayofmonth,dayofweek,hour,minute
193,401326129,2021-09-19 17:00:00+00:00,Soldier Field,"Chicago, IL",60840.0,61500,99.0,Line: CHI -2.0,Over/Under: 44.5,1,9,19,6,17,0
194,401326131,2021-09-19 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63076.0,63000,100.0,Line: LAR -4.0,Over/Under: 48.0,1,9,19,6,17,0
195,401326368,2021-09-26 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",72980.0,72936,100.0,Line: KC -7.0,Over/Under: 55.0,1,9,26,6,17,0
196,401030802,2018-09-24 00:20:00+00:00,Ford Field,"Detroit, MI",61769.0,64500,96.0,,,1,9,24,0,0,20
197,400951611,2017-09-24 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77562.0,82500,94.0,,,1,9,24,6,17,0
198,401030799,2018-09-23 20:25:00+00:00,Lumen Field,"Seattle, WA",69047.0,68740,100.0,,,1,9,23,6,20,25
199,400951587,2017-09-24 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",73775.0,73778,100.0,,,1,9,24,6,17,0
200,401127993,2019-09-22 20:25:00+00:00,Lumen Field,"Seattle, WA",69005.0,68740,100.0,,,1,9,22,6,20,25
201,401220201,2020-09-25 00:20:00+00:00,TIAA Bank Field,"Jacksonville, FL",16563.0,67858,24.0,Over/Under: 49.0,,1,9,25,4,0,20
202,401326371,2021-09-26 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",58076.0,68400,85.0,Line: PIT -2.5,Over/Under: 42.0,1,9,26,6,17,0
203,401326367,2021-09-26 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",58012.0,67858,85.0,Line: ARI -8.0,Over/Under: 51.5,1,9,26,6,17,0
204,400951616,2017-09-24 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69596.0,69879,100.0,,,1,9,24,6,17,0
205,401326373,2021-09-26 20:05:00+00:00,Empower Field at Mile High,"Denver, CO",75882.0,76125,100.0,Line: DEN -10.0,Over/Under: 41.5,1,9,26,6,20,5
206,401326354,2021-09-19 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75626.0,82500,92.0,Line: NE -6.0,Over/Under: 43.0,1,9,19,6,17,0
207,401128125,2019-09-23 00:20:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,9,23,0,0,20
208,400951623,2017-09-24 20:05:00+00:00,Nissan Stadium,"Nashville, TN",69127.0,69143,100.0,,,1,9,24,6,20,5
209,401128003,2019-09-24 00:15:00+00:00,FedExField,"Landover, MD",67327.0,67617,100.0,,,1,9,24,1,0,15
210,401326355,2021-09-19 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,Line: SF -3.0,Over/Under: 49.0,1,9,19,6,17,0
211,400951627,2017-09-24 20:25:00+00:00,Lambeau Field,"Green Bay, WI",78323.0,81041,97.0,,,1,9,24,6,20,25
212,401326353,2021-09-19 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65040.0,64767,100.0,Line: BUF -3.5,Over/Under: 48.0,1,9,19,6,17,0
213,401220168,2020-09-27 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",6000.0,67431,9.0,Line: CLE -7.0,Over/Under: 45.0,1,9,27,6,17,0
214,401326374,2021-09-26 20:05:00+00:00,Allegiant Stadium,"Las Vegas, NV",59311.0,65000,91.0,Line: LV -3.5,Over/Under: 45.0,1,9,26,6,20,5
215,401326376,2021-09-26 20:25:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66729.0,66468,100.0,Line: SEA -2.0,Over/Under: 54.0,1,9,26,6,20,25
216,401326356,2021-09-19 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63707.0,68400,93.0,Line: PIT -5.0,Over/Under: 46.5,1,9,19,6,17,0
217,401326128,2021-09-19 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",70675.0,73778,96.0,Line: NO -3.0,Over/Under: 45.0,1,9,19,6,17,0
218,401220309,2020-09-27 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",,75000,,Over/Under: 46.0,,0,9,27,6,17,0
219,401220119,2020-09-27 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",,71621,,Over/Under: 46.5,,0,9,27,6,17,0
220,401326132,2021-09-19 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",58461.0,67858,86.0,Line: DEN -6.0,Over/Under: 45.0,1,9,19,6,17,0
221,401220134,2020-09-27 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",,65878,,Line: NE -7.0,Over/Under: 47.0,0,9,27,6,17,0
222,401326377,2021-09-27 00:20:00+00:00,Levi's Stadium,"Santa Clara, CA",69853.0,68500,100.0,Line: SF -3.0,Over/Under: 50.5,1,9,27,0,0,20
223,401220254,2020-09-27 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Over/Under: 43.5,,0,9,27,6,17,0
224,401220304,2020-09-27 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",,66468,,Over/Under: 49.5,,0,9,27,6,17,0
225,401326357,2021-09-19 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",60115.0,65000,92.0,Line: ARI -3.5,Over/Under: 50.5,1,9,19,6,20,5
226,400951644,2017-09-25 00:30:00+00:00,FedExField,"Landover, MD",77123.0,67617,100.0,,,1,9,25,0,0,30
227,401326358,2021-09-19 20:05:00+00:00,Raymond James Stadium,"Tampa, FL",63694.0,65828,97.0,Line: TB -12.5,Over/Under: 51.5,1,9,19,6,20,5
228,400951668,2017-09-26 00:30:00+00:00,State Farm Stadium,"Glendale, AZ",65102.0,65000,100.0,,,1,9,26,1,0,30
229,401220264,2020-09-27 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,Line: PHI -5.5,Over/Under: 46.5,0,9,27,6,17,0
230,401326361,2021-09-20 00:20:00+00:00,M&T Bank Stadium,"Baltimore, MD",70417.0,70745,100.0,Line: KC -3.5,Over/Under: 53.5,1,9,20,0,0,20
231,401220173,2020-09-27 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",,68400,,Line: PIT -4.0,Over/Under: 46.5,0,9,27,6,17,0
232,401326360,2021-09-19 20:25:00+00:00,Lumen Field,"Seattle, WA",68585.0,68740,100.0,Line: SEA -6.5,Over/Under: 54.0,1,9,19,6,20,25
233,401326378,2021-09-28 00:15:00+00:00,AT&T Stadium,"Arlington, TX",93267.0,100000,93.0,Line: DAL -3.5,Over/Under: 51.5,1,9,28,1,0,15
234,401326362,2021-09-21 00:15:00+00:00,Lambeau Field,"Green Bay, WI",77240.0,81041,95.0,Line: GB -11.5,Over/Under: 49.5,1,9,21,1,0,15
235,401220343,2020-09-27 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,Line: ARI -5.0,Over/Under: 55.5,0,9,27,6,20,25
236,401127863,2019-09-27 00:20:00+00:00,Lambeau Field,"Green Bay, WI",77509.0,81041,96.0,,,1,9,27,4,0,20
237,401220216,2020-09-27 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",5226.0,76125,7.0,Over/Under: 42.5,,1,9,27,6,20,25
238,401220363,2020-09-27 20:25:00+00:00,Lumen Field,"Seattle, WA",,68740,,Line: SEA -5.5,Over/Under: 57.0,0,9,27,6,20,25
239,401220153,2020-09-29 00:15:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,Over/Under: 55.0,,0,9,29,1,0,15
240,401220323,2020-09-28 00:20:00+00:00,Caesars Superdome,"New Orleans, LA",748.0,73000,1.0,Over/Under: 52.0,,1,9,28,0,0,20
241,401220193,2020-09-27 20:05:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",7480.0,63000,12.0,Line: IND -11.5,Over/Under: 44.0,1,9,27,6,20,5
242,401128023,2019-09-29 17:00:00+00:00,Ford Field,"Detroit, MI",65188.0,64500,100.0,,,1,9,29,6,17,0
243,401128016,2019-09-29 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72108.0,75000,96.0,,,1,9,29,6,17,0
244,401128018,2019-09-29 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70686.0,70745,100.0,,,1,9,29,6,17,0
245,401128030,2019-09-29 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",62259.0,63000,99.0,,,1,9,29,6,17,0
246,401128064,2019-09-29 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",60500.0,65000,93.0,,,1,9,29,6,20,5
247,401128059,2019-09-29 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",74149.0,82500,90.0,,,1,9,29,6,17,0
248,401127866,2019-09-29 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",70317.0,71621,98.0,,,1,9,29,6,17,0
249,401128055,2019-09-29 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",64278.0,64767,99.0,,,1,9,29,6,17,0
250,401128069,2019-09-29 20:05:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",68117.0,77500,88.0,,,1,9,29,6,20,5
251,401128093,2019-09-29 20:25:00+00:00,Soldier Field,"Chicago, IL",62131.0,61500,100.0,,,1,9,29,6,20,25
252,401128097,2019-09-29 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76219.0,76125,100.0,,,1,9,29,6,20,25
253,401030839,2018-09-28 00:20:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",72027.0,77500,93.0,,,1,9,28,4,0,20
254,401128102,2019-09-30 00:20:00+00:00,Caesars Superdome,"New Orleans, LA",73086.0,73000,100.0,,,1,9,30,0,0,20
255,401326381,2021-10-03 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68087.0,71621,95.0,Line: BUF -17.5,Over/Under: 47.0,1,10,3,6,17,0
256,401326379,2021-10-01 00:20:00+00:00,Paycor Stadium,"Cincinnati, OH",63198.0,65515,96.0,Line: CIN -7.5,Over/Under: 46.0,1,10,1,4,0,20
257,401128026,2019-09-29 17:00:00+00:00,NRG Stadium,"Houston, TX",71699.0,71995,100.0,,,1,9,29,6,17,0
258,401326384,2021-10-03 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",64571.0,64767,100.0,Line: MIA -2.5,Over/Under: 42.5,1,10,3,6,17,0
259,401030845,2018-09-30 17:00:00+00:00,AT&T Stadium,"Arlington, TX",90155.0,100000,90.0,,,1,9,30,6,17,0
260,401326383,2021-10-03 17:00:00+00:00,AT&T Stadium,"Arlington, TX",93262.0,100000,93.0,Line: DAL -4.0,Over/Under: 51.5,1,10,3,6,17,0
261,401326380,2021-10-03 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68259.0,75000,91.0,Line: WSH -1.5,Over/Under: 47.5,1,10,3,6,17,0
262,401128109,2019-10-01 00:15:00+00:00,Acrisure Stadium,"Pittsburgh, PA",57959.0,68400,85.0,,,1,10,1,1,0,15
263,401030847,2018-09-30 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",71985.0,75000,96.0,,,1,9,30,6,17,0
264,401326385,2021-10-03 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66703.0,66468,100.0,Line: CLE -1.0,Over/Under: 51.5,1,10,3,6,17,0
265,401326382,2021-10-03 17:00:00+00:00,Soldier Field,"Chicago, IL",61468.0,61500,100.0,Line: CHI -3.0,Over/Under: 41.5,1,10,3,6,17,0
266,401326387,2021-10-03 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",70232.0,82500,85.0,Line: TEN -6.0,Over/Under: 44.5,1,10,3,6,17,0
267,401326386,2021-10-03 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",69170.0,73000,95.0,Line: NO -7.0,Over/Under: 42.0,1,10,3,6,17,0
268,401030843,2018-09-30 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",57716.0,63000,92.0,,,1,9,30,6,17,0
269,401030844,2018-09-30 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78312.0,81041,97.0,,,1,9,30,6,17,0
270,401326388,2021-10-03 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,Line: KC -6.5,Over/Under: 54.5,1,10,3,6,17,0
271,401030841,2018-09-30 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,30,6,17,0
272,401030930,2018-09-30 20:05:00+00:00,Oakland Coliseum,"Oakland, CA",53387.0,55997,95.0,,,1,9,30,6,20,5
273,401030846,2018-09-30 17:00:00+00:00,Soldier Field,"Chicago, IL",61893.0,61500,100.0,,,1,9,30,6,17,0
274,401030842,2018-09-30 17:00:00+00:00,Nissan Stadium,"Nashville, TN",69013.0,69143,100.0,,,1,9,30,6,17,0
275,401326390,2021-10-03 20:05:00+00:00,Levi's Stadium,"Santa Clara, CA",68912.0,68500,100.0,Line: SF -2.5,Over/Under: 52.0,1,10,3,6,20,5
276,401030848,2018-09-30 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",61845.0,65000,95.0,,,1,9,30,6,20,5
277,401030931,2018-09-30 20:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",78213.0,82500,95.0,,,1,9,30,6,20,25
278,401326391,2021-10-03 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76490.0,76125,100.0,Line: DEN -1.0,Over/Under: 44.0,1,10,3,6,20,25
279,401030840,2018-09-30 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",65353.0,67858,96.0,,,1,9,30,6,17,0
280,401326393,2021-10-04 00:20:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,Line: TB -6.5,Over/Under: 49.0,1,10,4,0,0,20
281,401030933,2018-10-01 00:20:00+00:00,Acrisure Stadium,"Pittsburgh, PA",62030.0,68400,91.0,,,1,10,1,0,0,20
282,401326392,2021-10-03 20:25:00+00:00,Lambeau Field,"Green Bay, WI",78281.0,81041,97.0,Line: GB -6.0,Over/Under: 45.0,1,10,3,6,20,25
283,401220141,2020-10-02 00:20:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Over/Under: 41.0,,0,10,2,4,0,20
284,401030934,2018-10-02 00:15:00+00:00,Empower Field at Mile High,"Denver, CO",76656.0,76125,100.0,,,1,10,2,1,0,15
285,401220247,2020-10-04 17:00:00+00:00,AT&T Stadium,"Arlington, TX",25021.0,100000,25.0,Over/Under: 56.0,,1,10,4,6,17,0
286,401220157,2020-10-04 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",6243.0,65515,10.0,Line: CIN -1.0,Over/Under: 49.5,1,10,4,6,17,0
287,401220285,2020-10-04 17:00:00+00:00,Ford Field,"Detroit, MI",,64500,,Over/Under: 51.5,,0,10,4,6,17,0
288,401220128,2020-10-04 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",12369.0,64767,19.0,Over/Under: 55.0,,1,10,4,6,17,0
289,401220184,2020-10-04 17:00:00+00:00,NRG Stadium,"Houston, TX",12102.0,71995,17.0,Line: HOU -3.5,Over/Under: 53.0,1,10,4,6,17,0
290,401220229,2020-10-04 20:25:00+00:00,Allegiant Stadium,"Las Vegas, NV",,65000,,Line: BUF -3.0,Over/Under: 52.5,0,10,4,6,20,25
291,401220334,2020-10-04 17:00:00+00:00,Raymond James Stadium,"Tampa, FL",6383.0,65828,10.0,Over/Under: 42.5,,1,10,4,6,17,0
292,401220320,2020-10-04 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",5120.0,73778,7.0,Line: ARI -3.0,Over/Under: 52.0,1,10,4,6,17,0
293,401220355,2020-10-05 00:20:00+00:00,Levi's Stadium,"Santa Clara, CA",,68500,,Over/Under: 45.5,,0,10,5,0,0,20
294,401030697,2018-10-05 00:20:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,10,5,4,0,20
295,401030702,2018-10-07 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68202.0,71621,95.0,,,1,10,7,6,17,0
296,401030785,2018-10-07 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",52708.0,65515,80.0,,,1,10,7,6,17,0
297,401220280,2020-10-04 20:25:00+00:00,Soldier Field,"Chicago, IL",,61500,,Line: IND -3.5,Over/Under: 43.0,0,10,4,6,20,25
298,401220293,2020-10-06 01:00:00+00:00,Lambeau Field,"Green Bay, WI",,81041,,Line: GB -5.0,Over/Under: 56.5,0,10,6,1,1,0
299,401220221,2020-10-05 23:05:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",12729.0,72936,17.0,Line: KC -10.0,Over/Under: 48.5,1,10,5,0,23,5
300,401030745,2018-10-07 17:00:00+00:00,Ford Field,"Detroit, MI",63405.0,64500,98.0,,,1,10,7,6,17,0
301,401030741,2018-10-07 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",75289.0,72936,100.0,,,1,10,7,6,17,0
302,401030734,2018-10-07 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77982.0,82500,95.0,,,1,10,7,6,17,0
303,401030709,2018-10-07 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",64781.0,68400,95.0,,,1,10,7,6,17,0
304,401030778,2018-10-07 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",74221.0,73778,100.0,,,1,10,7,6,17,0
305,401030803,2018-10-07 20:25:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,,,1,10,7,6,20,25
306,401030770,2018-10-07 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,10,7,6,17,0
307,401030808,2018-10-07 20:25:00+00:00,Lumen Field,"Seattle, WA",68893.0,68740,100.0,,,1,10,7,6,20,25
308,401030797,2018-10-07 20:25:00+00:00,Levi's Stadium,"Santa Clara, CA",68337.0,68500,100.0,,,1,10,7,6,20,25
309,401030831,2018-10-08 00:20:00+00:00,NRG Stadium,"Houston, TX",72008.0,71995,100.0,,,1,10,8,0,0,20
310,401220271,2020-10-04 17:00:00+00:00,FedExField,"Landover, MD",,67617,,Over/Under: 45.0,,0,10,4,6,17,0
311,401127927,2019-10-04 00:20:00+00:00,Lumen Field,"Seattle, WA",68988.0,68740,100.0,,,1,10,4,4,0,20
312,401128014,2019-10-06 17:00:00+00:00,Nissan Stadium,"Nashville, TN",66910.0,69143,97.0,,,1,10,6,6,17,0
313,401030834,2018-10-09 00:15:00+00:00,Caesars Superdome,"New Orleans, LA",73028.0,73000,100.0,,,1,10,9,1,0,15
314,401127958,2019-10-06 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",46012.0,65515,70.0,,,1,10,6,6,17,0
315,401128011,2019-10-06 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",64037.0,68400,94.0,,,1,10,6,6,17,0
316,401220278,2020-10-09 00:20:00+00:00,Soldier Field,"Chicago, IL",,61500,,Line: TB -3.5,Over/Under: 44.0,0,10,9,4,0,20
317,401127965,2019-10-06 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",73029.0,73000,100.0,,,1,10,6,6,17,0
318,401128006,2019-10-06 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,,,1,10,6,6,17,0
319,401127971,2019-10-06 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75041.0,82500,91.0,,,1,10,6,6,17,0
320,401220306,2020-10-11 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",,75000,,Line: ATL -2.0,Over/Under: 53.5,0,10,11,6,17,0
321,401127932,2019-10-06 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72762.0,73778,99.0,,,1,10,6,6,17,0
322,401220143,2020-10-11 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Line: ARI -7.0,Over/Under: 48.5,0,10,11,6,17,0
323,401220219,2020-10-11 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13311.0,72936,18.0,Line: KC -10.5,Over/Under: 54.5,1,10,11,6,17,0
324,401220175,2020-10-11 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",4708.0,68400,7.0,Line: PIT -7.5,Over/Under: 44.0,1,10,11,6,17,0
325,401127864,2019-10-06 17:00:00+00:00,FedExField,"Landover, MD",76483.0,67617,100.0,,,1,10,6,6,17,0
326,401128053,2019-10-07 00:20:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73352.0,72936,100.0,,,1,10,7,0,0,20
327,401128029,2019-10-06 20:25:00+00:00,AT&T Stadium,"Arlington, TX",93024.0,100000,93.0,,,1,10,6,6,20,25
328,401220269,2020-10-11 17:00:00+00:00,FedExField,"Landover, MD",,67617,,Line: LAR -7.0,Over/Under: 44.5,0,10,11,6,17,0
329,401220146,2020-10-11 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,Line: BAL -11.0,Over/Under: 49.0,0,10,11,6,17,0
330,401220179,2020-10-11 17:00:00+00:00,NRG Stadium,"Houston, TX",12413.0,71995,17.0,Line: HOU -6.0,Over/Under: 54.5,1,10,11,6,17,0
331,401127960,2019-10-06 17:00:00+00:00,NRG Stadium,"Houston, TX",71787.0,71995,100.0,,,1,10,6,6,17,0
332,401220358,2020-10-11 20:05:00+00:00,Levi's Stadium,"Santa Clara, CA",,68500,,Line: SF -8.0,Over/Under: 50.5,0,10,11,6,20,5
333,401128062,2019-10-08 00:15:00+00:00,Levi's Stadium,"Santa Clara, CA",70585.0,68500,100.0,,,1,10,8,1,0,15
334,401220166,2020-10-11 20:25:00+00:00,FirstEnergy Stadium,"Cleveland, OH",,67431,,Line: CLE -1.0,Over/Under: 49.0,0,10,11,6,20,25
335,401220367,2020-10-12 00:20:00+00:00,Lumen Field,"Seattle, WA",,68740,,Line: SEA -6.5,Over/Under: 53.5,0,10,12,0,0,20
336,401326400,2021-10-10 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66538.0,66468,100.0,Line: MIN -10.0,Over/Under: 49.5,1,10,10,6,17,0
337,401326395,2021-10-08 00:20:00+00:00,Lumen Field,"Seattle, WA",68747.0,68740,100.0,Line: LAR -2.5,Over/Under: 53.5,1,10,8,4,0,20
338,401220209,2020-10-13 23:00:00+00:00,Nissan Stadium,"Nashville, TN",8403.0,69143,12.0,Line: BUF -3.0,Over/Under: 52.0,1,10,13,1,23,0
339,401326397,2021-10-10 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",64195.0,65515,98.0,Line: GB -2.0,Over/Under: 50.0,1,10,10,6,17,0
340,401326396,2021-10-10 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72545.0,73778,98.0,Line: CAR -2.5,Over/Under: 46.0,1,10,10,6,17,0
341,401220326,2020-10-13 00:15:00+00:00,Caesars Superdome,"New Orleans, LA",749.0,73000,1.0,Line: NO -7.0,Over/Under: 49.0,1,10,13,1,0,15
342,401220242,2020-10-11 20:25:00+00:00,AT&T Stadium,"Arlington, TX",25147.0,100000,25.0,Line: DAL -7.5,Over/Under: 52.0,1,10,11,6,20,25
343,401326399,2021-10-10 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",58282.0,67858,86.0,Line: TEN -4.0,Over/Under: 48.5,1,10,10,6,17,0
344,401326398,2021-10-10 17:00:00+00:00,NRG Stadium,"Houston, TX",68450.0,71995,95.0,Line: NE -8.0,Over/Under: 39.0,1,10,10,6,17,0
345,401326402,2021-10-10 17:00:00+00:00,Raymond James Stadium,"Tampa, FL",65570.0,65828,100.0,Line: TB -11.0,Over/Under: 48.0,1,10,10,6,17,0
346,401326408,2021-10-11 00:20:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73389.0,72936,100.0,Line: KC -3.0,Over/Under: 57.0,1,10,11,0,0,20
347,401326406,2021-10-10 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",62716.0,65000,96.0,Line: ARI -5.5,Over/Under: 48.5,1,10,10,6,20,25
348,401326409,2021-10-12 00:15:00+00:00,M&T Bank Stadium,"Baltimore, MD",70510.0,70745,100.0,Line: BAL -7.5,Over/Under: 46.5,1,10,12,1,0,15
349,401030692,2018-10-12 00:20:00+00:00,MetLife Stadium,"East Rutherford, NJ",77167.0,82500,94.0,,,1,10,12,4,0,20
350,401326405,2021-10-10 20:05:00+00:00,Allegiant Stadium,"Las Vegas, NV",59122.0,65000,91.0,Line: LV -5.5,Over/Under: 46.0,1,10,10,6,20,5
351,401030695,2018-10-14 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72665.0,75000,97.0,,,1,10,14,6,17,0
352,401030746,2018-10-14 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,10,14,6,17,0
353,401030771,2018-10-14 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65791.0,64767,100.0,,,1,10,14,6,17,0
354,401030706,2018-10-14 17:00:00+00:00,Wembley Stadium,London,84922.0,86000,99.0,,,1,10,14,6,17,0
355,401030742,2018-10-14 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66801.0,66468,100.0,,,1,10,14,6,17,0
356,401030743,2018-10-14 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",60594.0,65515,92.0,,,1,10,14,6,17,0
357,401326407,2021-10-10 20:25:00+00:00,AT&T Stadium,"Arlington, TX",93476.0,100000,93.0,Line: DAL -7.0,Over/Under: 52.5,1,10,10,6,20,25
358,401326403,2021-10-10 17:00:00+00:00,FedExField,"Landover, MD",50137.0,67617,74.0,Line: NO -2.5,Over/Under: 43.5,1,10,10,6,17,0
359,401030737,2018-10-14 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77982.0,82500,95.0,,,1,10,14,6,17,0
360,401030748,2018-10-14 17:00:00+00:00,NRG Stadium,"Houston, TX",71638.0,71995,100.0,,,1,10,14,6,17,0
361,401030774,2018-10-14 20:25:00+00:00,Nissan Stadium,"Nashville, TN",64441.0,69143,93.0,,,1,10,14,6,20,25
362,401030783,2018-10-16 00:15:00+00:00,Lambeau Field,"Green Bay, WI",77642.0,81041,96.0,,,1,10,16,1,0,15
363,401326401,2021-10-10 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",59841.0,68400,87.0,Line: DEN -1.5,Over/Under: 39.5,1,10,10,6,17,0
364,401030773,2018-10-14 20:05:00+00:00,Empower Field at Mile High,"Denver, CO",76109.0,76125,100.0,,,1,10,14,6,20,5
365,401030701,2018-10-14 17:00:00+00:00,FedExField,"Landover, MD",60482.0,67617,89.0,,,1,10,14,6,17,0
366,401030776,2018-10-14 20:25:00+00:00,AT&T Stadium,"Arlington, TX",90767.0,100000,91.0,,,1,10,14,6,20,25
367,401127917,2019-10-11 00:20:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,10,11,4,0,20
368,401128111,2019-10-13 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,10,13,6,17,0
369,401128119,2019-10-13 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73323.0,72936,100.0,,,1,10,13,6,17,0
370,401128121,2019-10-13 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",59808.0,64767,92.0,,,1,10,13,6,17,0
371,401128128,2019-10-13 20:05:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",75695.0,77500,98.0,,,1,10,13,6,20,5
372,401128116,2019-10-13 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",64341.0,67858,95.0,,,1,10,13,6,17,0
