,season,week,idgame,awayteam,hometeam,team,winner,loser,streak,streak_before,streak_away,streak_home
316,2021,8,401326442,Rams,Texans,Texans,Rams,Texans,-7,-6,0,0
317,2021,8,401326442,Rams,Texans,Rams,Rams,Texans,4,3,0,0
318,2021,8,401326441,Eagles,Lions,Lions,Eagles,Lions,-12,-11,0,0
319,2021,8,401326441,Eagles,Lions,Eagles,Eagles,Lions,1,-2,0,0
320,2021,8,401326440,Steelers,Browns,Steelers,Steelers,Browns,3,2,0,0
321,2021,8,401326440,Steelers,Browns,Browns,Steelers,Browns,-1,1,0,0
322,2021,8,401326439,49ers,Bears,Bears,49ers,Bears,-3,-2,0,0
323,2021,8,401326439,49ers,Bears,49ers,49ers,Bears,1,-4,0,0
324,2021,8,401326438,Dolphins,Bills,Dolphins,Bills,Dolphins,-7,-6,0,0
325,2021,8,401326438,Dolphins,Bills,Bills,Bills,Dolphins,1,-1,0,0
326,2021,8,401326437,Panthers,Falcons,Panthers,Panthers,Falcons,1,-4,0,0
327,2021,8,401326437,Panthers,Falcons,Falcons,Panthers,Falcons,-1,2,0,0
328,2021,8,401326436,Packers,Cardinals,Packers,Packers,Cardinals,7,6,0,0
329,2021,8,401326436,Packers,Cardinals,Cardinals,Packers,Cardinals,-1,7,0,0
330,2021,7,401326435,Saints,Seahawks,Seahawks,Saints,Seahawks,-3,-2,0,0
331,2021,7,401326435,Saints,Seahawks,Saints,Saints,Seahawks,2,1,0,0
332,2021,7,401326434,Colts,49ers,Colts,Colts,49ers,2,1,0,0
333,2021,7,401326434,Colts,49ers,49ers,Colts,49ers,-4,-3,0,0
334,2021,7,401326433,Bears,Buccaneers,Buccaneers,Buccaneers,Bears,4,3,0,0
335,2021,7,401326433,Bears,Buccaneers,Bears,Buccaneers,Bears,-2,-1,0,0
336,2021,7,401326432,Texans,Cardinals,Texans,Cardinals,Texans,-6,-5,0,0
337,2021,7,401326432,Texans,Cardinals,Cardinals,Cardinals,Texans,7,6,0,0
338,2021,7,401326431,Eagles,Raiders,Raiders,Raiders,Eagles,2,1,0,0
339,2021,7,401326431,Eagles,Raiders,Eagles,Raiders,Eagles,-2,-1,0,0
340,2021,7,401326430,Lions,Rams,Rams,Rams,Lions,3,2,0,0
341,2021,7,401326430,Lions,Rams,Lions,Rams,Lions,-11,-10,0,0
342,2021,7,401326429,Chiefs,Titans,Titans,Titans,Chiefs,3,2,0,0
343,2021,7,401326429,Chiefs,Titans,Chiefs,Titans,Chiefs,-1,1,0,0
344,2021,7,401326428,Panthers,Giants,Panthers,Giants,Panthers,-4,-3,0,0
345,2021,7,401326428,Panthers,Giants,Giants,Giants,Panthers,1,-2,0,0
346,2021,7,401326427,Jets,Patriots,Patriots,Patriots,Jets,1,-1,0,0
347,2021,7,401326427,Jets,Patriots,Jets,Patriots,Jets,-2,-1,0,0
348,2021,7,401326426,Falcons,Dolphins,Falcons,Falcons,Dolphins,2,1,0,0
349,2021,7,401326426,Falcons,Dolphins,Dolphins,Falcons,Dolphins,-6,-5,0,0
350,2021,7,401326425,Washington,Packers,Washington,Packers,Washington,-3,-2,0,0
351,2021,7,401326425,Washington,Packers,Packers,Packers,Washington,6,5,0,0
352,2021,7,401326424,Bengals,Ravens,Ravens,Bengals,Ravens,-1,5,0,0
353,2021,7,401326424,Bengals,Ravens,Bengals,Bengals,Ravens,2,1,0,0
354,2021,7,401326423,Broncos,Browns,Browns,Browns,Broncos,1,-2,0,0
355,2021,7,401326423,Broncos,Browns,Broncos,Browns,Broncos,-4,-3,0,0
356,2021,6,401326422,Bills,Titans,Titans,Titans,Bills,2,1,0,0
357,2021,6,401326422,Bills,Titans,Bills,Titans,Bills,-1,4,0,0
358,2021,6,401326421,Seahawks,Steelers,Steelers,Steelers,Seahawks,2,1,0,0
359,2021,6,401326421,Seahawks,Steelers,Seahawks,Steelers,Seahawks,-2,-1,0,0
360,2021,6,401326420,Cowboys,Patriots,Patriots,Cowboys,Patriots,-1,1,0,0
361,2021,6,401326420,Cowboys,Patriots,Cowboys,Cowboys,Patriots,5,4,0,0
362,2021,6,401326419,Raiders,Broncos,Raiders,Raiders,Broncos,1,-2,0,0
363,2021,6,401326419,Raiders,Broncos,Broncos,Raiders,Broncos,-3,-2,0,0
364,2021,6,401326418,Cardinals,Browns,Cardinals,Cardinals,Browns,6,5,0,0
365,2021,6,401326418,Cardinals,Browns,Browns,Cardinals,Browns,-2,-1,0,0
366,2021,6,401326417,Chiefs,Washington,Washington,Chiefs,Washington,-2,-1,0,0
367,2021,6,401326417,Chiefs,Washington,Chiefs,Chiefs,Washington,1,-1,0,0
368,2021,6,401326416,Rams,Giants,Rams,Rams,Giants,2,1,0,0
369,2021,6,401326416,Rams,Giants,Giants,Rams,Giants,-2,-1,0,0
370,2021,6,401326415,Texans,Colts,Texans,Colts,Texans,-5,-4,0,0
371,2021,6,401326415,Texans,Colts,Colts,Colts,Texans,1,-1,0,0
372,2021,6,401326414,Bengals,Lions,Lions,Bengals,Lions,-10,-9,0,0
373,2021,6,401326414,Bengals,Lions,Bengals,Bengals,Lions,1,-1,0,0
374,2021,6,401326413,Packers,Bears,Packers,Packers,Bears,5,4,0,0
375,2021,6,401326413,Packers,Bears,Bears,Packers,Bears,-1,2,0,0
376,2021,6,401326412,Vikings,Panthers,Vikings,Vikings,Panthers,2,1,0,0
377,2021,6,401326412,Vikings,Panthers,Panthers,Vikings,Panthers,-3,-2,0,0
378,2021,6,401326411,Chargers,Ravens,Ravens,Ravens,Chargers,5,4,0,0
379,2021,6,401326411,Chargers,Ravens,Chargers,Ravens,Chargers,-1,3,0,0
380,2021,6,401326410,Buccaneers,Eagles,Eagles,Buccaneers,Eagles,-1,1,0,0
381,2021,6,401326410,Buccaneers,Eagles,Buccaneers,Buccaneers,Eagles,3,2,0,0
382,2021,6,401326325,Dolphins,Jaguars,Jaguars,Jaguars,Dolphins,1,-20,0,0
383,2021,6,401326325,Dolphins,Jaguars,Dolphins,Jaguars,Dolphins,-5,-4,0,0
384,2021,5,401326409,Colts,Ravens,Ravens,Ravens,Colts,4,3,0,0
385,2021,5,401326409,Colts,Ravens,Colts,Ravens,Colts,-1,1,0,0
386,2021,5,401326408,Bills,Chiefs,Chiefs,Bills,Chiefs,-1,1,0,0
387,2021,5,401326408,Bills,Chiefs,Bills,Bills,Chiefs,4,3,0,0
388,2021,5,401326407,Giants,Cowboys,Giants,Cowboys,Giants,-1,1,0,0
389,2021,5,401326407,Giants,Cowboys,Cowboys,Cowboys,Giants,4,3,0,0
390,2021,5,401326406,49ers,Cardinals,Cardinals,Cardinals,49ers,5,4,0,0
391,2021,5,401326406,49ers,Cardinals,49ers,Cardinals,49ers,-3,-2,0,0
392,2021,5,401326405,Bears,Raiders,Raiders,Bears,Raiders,-2,-1,0,0
393,2021,5,401326405,Bears,Raiders,Bears,Bears,Raiders,2,1,0,0
394,2021,5,401326404,Browns,Chargers,Chargers,Chargers,Browns,3,2,0,0
395,2021,5,401326404,Browns,Chargers,Browns,Chargers,Browns,-1,3,0,0
396,2021,5,401326403,Saints,Washington,Washington,Saints,Washington,-1,1,0,0
397,2021,5,401326403,Saints,Washington,Saints,Saints,Washington,1,-1,0,0
398,2021,5,401326402,Dolphins,Buccaneers,Dolphins,Buccaneers,Dolphins,-4,-3,0,0
399,2021,5,401326402,Dolphins,Buccaneers,Buccaneers,Buccaneers,Dolphins,2,1,0,0
400,2021,5,401326401,Broncos,Steelers,Steelers,Steelers,Broncos,1,-3,0,0
401,2021,5,401326401,Broncos,Steelers,Broncos,Steelers,Broncos,-2,-1,0,0
402,2021,5,401326400,Lions,Vikings,Vikings,Vikings,Lions,1,-1,0,0
403,2021,5,401326400,Lions,Vikings,Lions,Vikings,Lions,-9,-8,0,0
404,2021,5,401326399,Titans,Jaguars,Titans,Titans,Jaguars,1,-1,0,0
405,2021,5,401326399,Titans,Jaguars,Jaguars,Titans,Jaguars,-20,-19,0,0
406,2021,5,401326398,Patriots,Texans,Texans,Patriots,Texans,-4,-3,0,0
407,2021,5,401326398,Patriots,Texans,Patriots,Patriots,Texans,1,-2,0,0
408,2021,5,401326397,Packers,Bengals,Packers,Packers,Bengals,4,3,0,0
409,2021,5,401326397,Packers,Bengals,Bengals,Packers,Bengals,-1,2,0,0
410,2021,5,401326396,Eagles,Panthers,Panthers,Eagles,Panthers,-2,-1,0,0
411,2021,5,401326396,Eagles,Panthers,Eagles,Eagles,Panthers,1,-3,0,0
412,2021,5,401326395,Rams,Seahawks,Seahawks,Rams,Seahawks,-1,1,0,0
413,2021,5,401326395,Rams,Seahawks,Rams,Rams,Seahawks,1,-1,0,0
414,2021,5,401326324,Jets,Falcons,Jets,Falcons,Jets,-1,1,0,0
415,2021,5,401326324,Jets,Falcons,Falcons,Falcons,Jets,1,-1,0,0
416,2021,4,401326394,Raiders,Chargers,Raiders,Chargers,Raiders,-1,4,0,0
417,2021,4,401326394,Raiders,Chargers,Chargers,Chargers,Raiders,2,1,0,0
418,2021,4,401326393,Buccaneers,Patriots,Patriots,Buccaneers,Patriots,-2,-1,0,0
419,2021,4,401326393,Buccaneers,Patriots,Buccaneers,Buccaneers,Patriots,1,-1,0,0
420,2021,4,401326392,Steelers,Packers,Steelers,Packers,Steelers,-3,-2,0,0
421,2021,4,401326392,Steelers,Packers,Packers,Packers,Steelers,3,2,0,0
422,2021,4,401326391,Ravens,Broncos,Ravens,Ravens,Broncos,3,2,0,0
423,2021,4,401326391,Ravens,Broncos,Broncos,Ravens,Broncos,-1,3,0,0
424,2021,4,401326390,Seahawks,49ers,Seahawks,Seahawks,49ers,1,-2,0,0
425,2021,4,401326390,Seahawks,49ers,49ers,Seahawks,49ers,-2,-1,0,0
426,2021,4,401326389,Cardinals,Rams,Rams,Cardinals,Rams,-1,4,0,0
427,2021,4,401326389,Cardinals,Rams,Cardinals,Cardinals,Rams,4,3,0,0
428,2021,4,401326388,Chiefs,Eagles,Eagles,Chiefs,Eagles,-3,-2,0,0
429,2021,4,401326388,Chiefs,Eagles,Chiefs,Chiefs,Eagles,1,-2,0,0
430,2021,4,401326387,Titans,Jets,Titans,Jets,Titans,-1,2,0,0
431,2021,4,401326387,Titans,Jets,Jets,Jets,Titans,1,-4,0,0
432,2021,4,401326386,Giants,Saints,Saints,Giants,Saints,-1,1,0,0
433,2021,4,401326386,Giants,Saints,Giants,Giants,Saints,1,-3,0,0
434,2021,4,401326385,Browns,Vikings,Vikings,Browns,Vikings,-1,1,0,0
435,2021,4,401326385,Browns,Vikings,Browns,Browns,Vikings,3,2,0,0
436,2021,4,401326384,Colts,Dolphins,Dolphins,Colts,Dolphins,-3,-2,0,0
437,2021,4,401326384,Colts,Dolphins,Colts,Colts,Dolphins,1,-3,0,0
438,2021,4,401326383,Panthers,Cowboys,Panthers,Cowboys,Panthers,-1,3,0,0
439,2021,4,401326383,Panthers,Cowboys,Cowboys,Cowboys,Panthers,3,2,0,0
440,2021,4,401326382,Lions,Bears,Lions,Bears,Lions,-8,-7,0,0
441,2021,4,401326382,Lions,Bears,Bears,Bears,Lions,1,-1,0,0
442,2021,4,401326381,Texans,Bills,Texans,Bills,Texans,-3,-2,0,0
443,2021,4,401326381,Texans,Bills,Bills,Bills,Texans,3,2,0,0
444,2021,4,401326380,Washington,Falcons,Washington,Washington,Falcons,1,-1,0,0
445,2021,4,401326380,Washington,Falcons,Falcons,Washington,Falcons,-1,1,0,0
446,2021,4,401326379,Jaguars,Bengals,Jaguars,Bengals,Jaguars,-19,-18,0,0
447,2021,4,401326379,Jaguars,Bengals,Bengals,Bengals,Jaguars,2,1,0,0
448,2021,3,401326378,Eagles,Cowboys,Eagles,Cowboys,Eagles,-2,-1,0,0
449,2021,3,401326378,Eagles,Cowboys,Cowboys,Cowboys,Eagles,2,1,0,0
450,2021,3,401326377,Packers,49ers,Packers,Packers,49ers,2,1,0,0
451,2021,3,401326377,Packers,49ers,49ers,Packers,49ers,-1,2,0,0
452,2021,3,401326376,Seahawks,Vikings,Vikings,Vikings,Seahawks,1,-2,0,0
453,2021,3,401326376,Seahawks,Vikings,Seahawks,Vikings,Seahawks,-2,-1,0,0
454,2021,3,401326375,Buccaneers,Rams,Rams,Rams,Buccaneers,4,3,0,0
455,2021,3,401326375,Buccaneers,Rams,Buccaneers,Rams,Buccaneers,-1,6,0,0
456,2021,3,401326374,Dolphins,Raiders,Raiders,Raiders,Dolphins,4,3,0,0
457,2021,3,401326374,Dolphins,Raiders,Dolphins,Raiders,Dolphins,-2,-1,0,0
458,2021,3,401326373,Jets,Broncos,Jets,Broncos,Jets,-4,-3,0,0
459,2021,3,401326373,Jets,Broncos,Broncos,Broncos,Jets,3,2,0,0
460,2021,3,401326372,Colts,Titans,Titans,Titans,Colts,2,1,0,0
461,2021,3,401326372,Colts,Titans,Colts,Titans,Colts,-3,-2,0,0
462,2021,3,401326371,Bengals,Steelers,Steelers,Bengals,Steelers,-2,-1,0,0
463,2021,3,401326371,Bengals,Steelers,Bengals,Bengals,Steelers,1,-1,0,0
464,2021,3,401326370,Falcons,Giants,Giants,Falcons,Giants,-3,-2,0,0
465,2021,3,401326370,Falcons,Giants,Falcons,Falcons,Giants,1,-7,0,0
466,2021,3,401326369,Saints,Patriots,Saints,Saints,Patriots,1,-1,0,0
467,2021,3,401326369,Saints,Patriots,Patriots,Saints,Patriots,-1,1,0,0
468,2021,3,401326368,Chargers,Chiefs,Chiefs,Chargers,Chiefs,-2,-1,0,0
469,2021,3,401326368,Chargers,Chiefs,Chargers,Chargers,Chiefs,1,-1,0,0
470,2021,3,401326367,Cardinals,Jaguars,Jaguars,Cardinals,Jaguars,-18,-17,0,0
471,2021,3,401326367,Cardinals,Jaguars,Cardinals,Cardinals,Jaguars,3,2,0,0
472,2021,3,401326366,Ravens,Lions,Ravens,Ravens,Lions,2,1,0,0
473,2021,3,401326366,Ravens,Lions,Lions,Ravens,Lions,-7,-6,0,0
474,2021,3,401326365,Bears,Browns,Browns,Browns,Bears,2,1,0,0
475,2021,3,401326365,Bears,Browns,Bears,Browns,Bears,-1,1,0,0
476,2021,3,401326364,Washington,Bills,Washington,Bills,Washington,-1,1,0,0
477,2021,3,401326364,Washington,Bills,Bills,Bills,Washington,2,1,0,0
478,2021,3,401326363,Panthers,Texans,Texans,Panthers,Texans,-2,-1,0,0
479,2021,3,401326363,Panthers,Texans,Panthers,Panthers,Texans,3,2,0,0
480,2021,2,401326362,Lions,Packers,Packers,Packers,Lions,1,-1,0,0
481,2021,2,401326362,Lions,Packers,Lions,Packers,Lions,-6,-5,0,0
482,2021,2,401326361,Chiefs,Ravens,Ravens,Ravens,Chiefs,1,-1,0,0
483,2021,2,401326361,Chiefs,Ravens,Chiefs,Ravens,Chiefs,-1,1,0,0
484,2021,2,401326360,Titans,Seahawks,Titans,Titans,Seahawks,1,-1,0,0
485,2021,2,401326360,Titans,Seahawks,Seahawks,Titans,Seahawks,-1,5,0,0
486,2021,2,401326359,Cowboys,Chargers,Cowboys,Cowboys,Chargers,1,-2,0,0
487,2021,2,401326359,Cowboys,Chargers,Chargers,Cowboys,Chargers,-1,5,0,0
488,2021,2,401326358,Falcons,Buccaneers,Falcons,Buccaneers,Falcons,-7,-6,0,0
489,2021,2,401326358,Falcons,Buccaneers,Buccaneers,Buccaneers,Falcons,6,5,0,0
490,2021,2,401326357,Vikings,Cardinals,Vikings,Cardinals,Vikings,-2,-1,0,0
491,2021,2,401326357,Vikings,Cardinals,Cardinals,Cardinals,Vikings,2,1,0,0
492,2021,2,401326356,Raiders,Steelers,Steelers,Raiders,Steelers,-1,1,0,0
493,2021,2,401326356,Raiders,Steelers,Raiders,Raiders,Steelers,3,2,0,0
494,2021,2,401326355,49ers,Eagles,Eagles,49ers,Eagles,-1,1,0,0
495,2021,2,401326355,49ers,Eagles,49ers,49ers,Eagles,2,1,0,0
496,2021,2,401326354,Patriots,Jets,Patriots,Patriots,Jets,1,-1,0,0
497,2021,2,401326354,Patriots,Jets,Jets,Patriots,Jets,-3,-2,0,0
498,2021,2,401326353,Bills,Dolphins,Dolphins,Bills,Dolphins,-1,1,0,0
499,2021,2,401326353,Bills,Dolphins,Bills,Bills,Dolphins,1,-1,0,0
500,2021,2,401326132,Broncos,Jaguars,Jaguars,Broncos,Jaguars,-17,-16,0,0
501,2021,2,401326132,Broncos,Jaguars,Broncos,Broncos,Jaguars,2,1,0,0
502,2021,2,401326131,Rams,Colts,Rams,Rams,Colts,3,2,0,0
503,2021,2,401326131,Rams,Colts,Colts,Rams,Colts,-2,-1,0,0
504,2021,2,401326130,Texans,Browns,Texans,Browns,Texans,-1,1,0,0
505,2021,2,401326130,Texans,Browns,Browns,Browns,Texans,1,-1,0,0
506,2021,2,401326129,Bengals,Bears,Bengals,Bears,Bengals,-1,1,0,0
507,2021,2,401326129,Bengals,Bears,Bears,Bears,Bengals,1,-2,0,0
508,2021,2,401326128,Saints,Panthers,Saints,Panthers,Saints,-1,3,0,0
509,2021,2,401326128,Saints,Panthers,Panthers,Panthers,Saints,2,1,0,0
510,2021,2,401326127,Giants,Washington,Washington,Washington,Giants,1,-1,0,0
511,2021,2,401326127,Giants,Washington,Giants,Washington,Giants,-2,-1,0,0
512,2021,1,401326323,Bears,Rams,Rams,Rams,Bears,2,0,0,0
513,2021,1,401326323,Bears,Rams,Bears,Rams,Bears,-2,0,0,0
514,2021,1,401326322,Cowboys,Buccaneers,Cowboys,Buccaneers,Cowboys,-2,0,0,0
515,2021,1,401326322,Cowboys,Buccaneers,Buccaneers,Buccaneers,Cowboys,5,0,0,0
516,2021,1,401326321,Ravens,Raiders,Ravens,Raiders,Ravens,-1,0,0,0
517,2021,1,401326321,Ravens,Raiders,Raiders,Raiders,Ravens,2,0,0,0
518,2021,1,401326320,Broncos,Giants,Giants,Broncos,Giants,-1,0,0,0
519,2021,1,401326320,Broncos,Giants,Broncos,Broncos,Giants,1,0,0,0
520,2021,1,401326319,Packers,Saints,Saints,Saints,Packers,3,0,0,0
521,2021,1,401326319,Packers,Saints,Packers,Saints,Packers,-1,0,0,0
522,2021,1,401326318,Seahawks,Colts,Seahawks,Seahawks,Colts,5,0,0,0
523,2021,1,401326318,Seahawks,Colts,Colts,Seahawks,Colts,-1,0,0,0
524,2021,1,401326317,49ers,Lions,Lions,49ers,Lions,-5,0,0,0
525,2021,1,401326317,49ers,Lions,49ers,49ers,Lions,1,0,0,0
526,2021,1,401326316,Vikings,Bengals,Vikings,Bengals,Vikings,-1,0,0,0
527,2021,1,401326316,Vikings,Bengals,Bengals,Bengals,Vikings,1,0,0,0
528,2021,1,401326315,Eagles,Falcons,Falcons,Eagles,Falcons,-6,0,0,0
529,2021,1,401326315,Eagles,Falcons,Eagles,Eagles,Falcons,1,0,0,0
530,2021,1,401326314,Browns,Chiefs,Chiefs,Chiefs,Browns,1,0,0,0
531,2021,1,401326314,Browns,Chiefs,Browns,Chiefs,Browns,-1,0,0,0
532,2021,1,401326313,Dolphins,Patriots,Patriots,Dolphins,Patriots,-1,0,0,0
533,2021,1,401326313,Dolphins,Patriots,Dolphins,Dolphins,Patriots,1,0,0,0
534,2021,1,401326312,Chargers,Washington,Washington,Chargers,Washington,-1,0,0,0
535,2021,1,401326312,Chargers,Washington,Chargers,Chargers,Washington,5,0,0,0
536,2021,1,401326311,Cardinals,Titans,Titans,Cardinals,Titans,-1,0,0,0
537,2021,1,401326311,Cardinals,Titans,Cardinals,Cardinals,Titans,1,0,0,0
538,2021,1,401326310,Jaguars,Texans,Texans,Texans,Jaguars,1,0,0,0
539,2021,1,401326310,Jaguars,Texans,Jaguars,Texans,Jaguars,-16,0,0,0
540,2021,1,401326309,Jets,Panthers,Panthers,Panthers,Jets,1,0,0,0
541,2021,1,401326309,Jets,Panthers,Jets,Panthers,Jets,-2,0,0,0
542,2021,1,401326308,Steelers,Bills,Steelers,Steelers,Bills,1,0,0,0
543,2021,1,401326308,Steelers,Bills,Bills,Steelers,Bills,-1,0,0,0
544,2020,17,401220354,Seahawks,49ers,Seahawks,Seahawks,49ers,4,3,0,0
545,2020,17,401220354,Seahawks,49ers,49ers,Seahawks,49ers,-1,1,0,0
546,2020,17,401220344,Cardinals,Rams,Rams,Rams,Cardinals,1,-2,0,0
547,2020,17,401220344,Cardinals,Rams,Cardinals,Rams,Cardinals,-2,-1,0,0
548,2020,17,401220328,Falcons,Buccaneers,Falcons,Buccaneers,Falcons,-5,-4,0,0
549,2020,17,401220328,Falcons,Buccaneers,Buccaneers,Buccaneers,Falcons,4,3,0,0
550,2020,17,401220315,Saints,Panthers,Saints,Saints,Panthers,2,1,0,0
551,2020,17,401220315,Saints,Panthers,Panthers,Saints,Panthers,-1,1,0,0
552,2020,17,401220284,Vikings,Lions,Vikings,Vikings,Lions,1,-3,0,0
553,2020,17,401220284,Vikings,Lions,Lions,Vikings,Lions,-4,-3,0,0
554,2020,17,401220275,Packers,Bears,Packers,Packers,Bears,6,5,0,0
555,2020,17,401220275,Packers,Bears,Bears,Packers,Bears,-1,3,0,0
556,2020,17,401220260,Washington,Eagles,Washington,Washington,Eagles,1,-2,0,0
557,2020,17,401220260,Washington,Eagles,Eagles,Washington,Eagles,-3,-2,0,0
558,2020,17,401220250,Cowboys,Giants,Giants,Giants,Cowboys,1,-3,0,0
559,2020,17,401220250,Cowboys,Giants,Cowboys,Giants,Cowboys,-1,3,0,0
560,2020,17,401220220,Chargers,Chiefs,Chiefs,Chargers,Chiefs,-1,10,0,0
561,2020,17,401220220,Chargers,Chiefs,Chargers,Chargers,Chiefs,4,3,0,0
562,2020,17,401220211,Raiders,Broncos,Raiders,Raiders,Broncos,1,-3,0,0
563,2020,17,401220211,Raiders,Broncos,Broncos,Raiders,Broncos,-3,-2,0,0
564,2020,17,401220187,Jaguars,Colts,Jaguars,Colts,Jaguars,-15,-14,0,0
565,2020,17,401220187,Jaguars,Colts,Colts,Colts,Jaguars,1,-1,0,0
566,2020,17,401220180,Titans,Texans,Titans,Titans,Texans,1,-1,0,0
567,2020,17,401220180,Titans,Texans,Texans,Titans,Texans,-5,-4,0,0
568,2020,17,401220164,Steelers,Browns,Steelers,Browns,Steelers,-1,1,0,0
569,2020,17,401220164,Steelers,Browns,Browns,Browns,Steelers,1,-1,0,0
570,2020,17,401220154,Ravens,Bengals,Ravens,Ravens,Bengals,5,4,0,0
571,2020,17,401220154,Ravens,Bengals,Bengals,Ravens,Bengals,-1,2,0,0
572,2020,17,401220132,Jets,Patriots,Patriots,Patriots,Jets,1,-3,0,0
573,2020,17,401220132,Jets,Patriots,Jets,Patriots,Jets,-1,2,0,0
574,2020,17,401220114,Dolphins,Bills,Dolphins,Bills,Dolphins,-1,2,0,0
575,2020,17,401220114,Dolphins,Bills,Bills,Bills,Dolphins,6,5,0,0
576,2020,16,401220362,Rams,Seahawks,Seahawks,Seahawks,Rams,3,2,0,0
577,2020,16,401220362,Rams,Seahawks,Rams,Seahawks,Rams,-2,-1,0,0
578,2020,16,401220337,49ers,Cardinals,Cardinals,49ers,Cardinals,-1,2,0,0
579,2020,16,401220337,49ers,Cardinals,49ers,49ers,Cardinals,1,-3,0,0
580,2020,16,401220324,Vikings,Saints,Vikings,Saints,Vikings,-3,-2,0,0
581,2020,16,401220324,Vikings,Saints,Saints,Saints,Vikings,1,-2,0,0
582,2020,16,401220296,Titans,Packers,Titans,Packers,Titans,-1,2,0,0
583,2020,16,401220296,Titans,Packers,Packers,Packers,Titans,5,4,0,0
584,2020,16,401220286,Buccaneers,Lions,Lions,Buccaneers,Lions,-3,-2,0,0
585,2020,16,401220286,Buccaneers,Lions,Buccaneers,Buccaneers,Lions,3,2,0,0
586,2020,16,401220273,Panthers,Washington,Washington,Panthers,Washington,-2,-1,0,0
587,2020,16,401220273,Panthers,Washington,Panthers,Panthers,Washington,1,-3,0,0
588,2020,16,401220243,Eagles,Cowboys,Eagles,Cowboys,Eagles,-2,-1,0,0
589,2020,16,401220243,Eagles,Cowboys,Cowboys,Cowboys,Eagles,3,2,0,0
590,2020,16,401220234,Broncos,Chargers,Chargers,Chargers,Broncos,3,2,0,0
591,2020,16,401220234,Broncos,Chargers,Broncos,Chargers,Broncos,-2,-1,0,0
592,2020,16,401220230,Dolphins,Raiders,Raiders,Dolphins,Raiders,-3,-2,0,0
593,2020,16,401220230,Dolphins,Raiders,Dolphins,Dolphins,Raiders,2,1,0,0
594,2020,16,401220223,Falcons,Chiefs,Falcons,Chiefs,Falcons,-4,-3,0,0
595,2020,16,401220223,Falcons,Chiefs,Chiefs,Chiefs,Falcons,10,9,0,0
596,2020,16,401220199,Bears,Jaguars,Jaguars,Bears,Jaguars,-14,-13,0,0
597,2020,16,401220199,Bears,Jaguars,Bears,Bears,Jaguars,3,2,0,0
598,2020,16,401220182,Bengals,Texans,Texans,Bengals,Texans,-4,-3,0,0
599,2020,16,401220182,Bengals,Texans,Bengals,Bengals,Texans,2,1,0,0
600,2020,16,401220174,Colts,Steelers,Steelers,Steelers,Colts,1,-3,0,0
601,2020,16,401220174,Colts,Steelers,Colts,Steelers,Colts,-1,3,0,0
602,2020,16,401220152,Giants,Ravens,Ravens,Ravens,Giants,4,3,0,0
603,2020,16,401220152,Giants,Ravens,Giants,Ravens,Giants,-3,-2,0,0
604,2020,16,401220145,Browns,Jets,Jets,Jets,Browns,2,1,0,0
605,2020,16,401220145,Browns,Jets,Browns,Jets,Browns,-1,1,0,0
606,2020,16,401220130,Bills,Patriots,Patriots,Bills,Patriots,-3,-2,0,0
607,2020,16,401220130,Bills,Patriots,Bills,Bills,Patriots,5,4,0,0
608,2020,15,401220350,Jets,Rams,Rams,Jets,Rams,-1,2,0,0
609,2020,15,401220350,Jets,Rams,Jets,Jets,Rams,1,-13,0,0
610,2020,15,401220339,Eagles,Cardinals,Eagles,Cardinals,Eagles,-1,1,0,0
611,2020,15,401220339,Eagles,Cardinals,Cardinals,Cardinals,Eagles,2,1,0,0
612,2020,15,401220325,Chiefs,Saints,Saints,Chiefs,Saints,-2,-1,0,0
613,2020,15,401220325,Chiefs,Saints,Chiefs,Chiefs,Saints,9,8,0,0
614,2020,15,401220308,Buccaneers,Falcons,Falcons,Buccaneers,Falcons,-3,-2,0,0
615,2020,15,401220308,Buccaneers,Falcons,Buccaneers,Buccaneers,Falcons,2,1,0,0
616,2020,15,401220298,Bears,Vikings,Vikings,Bears,Vikings,-2,-1,0,0
617,2020,15,401220298,Bears,Vikings,Bears,Bears,Vikings,2,1,0,0
618,2020,15,401220294,Panthers,Packers,Panthers,Packers,Panthers,-3,-2,0,0
619,2020,15,401220294,Panthers,Packers,Packers,Packers,Panthers,4,3,0,0
620,2020,15,401220270,Seahawks,Washington,Washington,Seahawks,Washington,-1,4,0,0
621,2020,15,401220270,Seahawks,Washington,Seahawks,Seahawks,Washington,2,1,0,0
622,2020,15,401220255,Browns,Giants,Giants,Browns,Giants,-2,-1,0,0
623,2020,15,401220255,Browns,Giants,Browns,Browns,Giants,1,-1,0,0
624,2020,15,401220246,49ers,Cowboys,Cowboys,Cowboys,49ers,2,1,0,0
625,2020,15,401220246,49ers,Cowboys,49ers,Cowboys,49ers,-3,-2,0,0
626,2020,15,401220228,Chargers,Raiders,Raiders,Chargers,Raiders,-2,-1,0,0
627,2020,15,401220228,Chargers,Raiders,Chargers,Chargers,Raiders,2,1,0,0
628,2020,15,401220213,Bills,Broncos,Broncos,Bills,Broncos,-1,1,0,0
629,2020,15,401220213,Bills,Broncos,Bills,Bills,Broncos,4,3,0,0
630,2020,15,401220208,Lions,Titans,Titans,Titans,Lions,2,1,0,0
631,2020,15,401220208,Lions,Titans,Lions,Titans,Lions,-2,-1,0,0
632,2020,15,401220186,Texans,Colts,Texans,Colts,Texans,-3,-2,0,0
