rec_long_home_x;0
rec_long_home_y;0
rec_td_MA_5_away_x;0
rec_td_MA_5_away_y;0
rec_td_MA_5_home_x;0
rec_td_MA_5_home_y;0
rec_td_away_x;0
rec_td_away_y;0
rec_td_home_x;0
rec_td_home_y;0
rec_tgs_MA_5_away_x;0
rec_tgs_MA_5_away_y;0
rec_tgs_MA_5_home_x;0
rec_tgs_MA_5_home_y;0
rec_tgs_away_x;0
rec_tgs_away_y;0
rec_tgs_home_x;0
rec_tgs_home_y;0
rec_yds_MA_5_away_x;0
rec_yds_MA_5_away_y;0
rec_yds_MA_5_home_x;0
rec_yds_MA_5_home_y;0
rec_yds_away_x;0
rec_yds_away_y;0
rec_yds_home_x;0
rec_yds_home_y;0
receptions_MA_5_away_x;0
receptions_MA_5_away_y;0
receptions_MA_5_home_x;0
receptions_MA_5_home_y;0
receptions_away_x;0
receptions_away_y;0
receptions_home_x;0
receptions_home_y;0
rtg_MA_5_away_x;2,11467E+18
rtg_MA_5_away_y;2,11467E+18
rtg_MA_5_home_x;2,0412E+18
rtg_MA_5_home_y;2,0412E+18
rtg_away_x;2,7199E+17
rtg_away_y;2,7199E+17
rtg_home_x;1,64127E+17
rtg_home_y;1,64127E+17
rush_avg_MA_5_away_x;4,3773E+18
rush_avg_MA_5_away_y;4,3773E+18
rush_avg_MA_5_home_x;3,80256E+18
rush_avg_MA_5_home_y;3,80256E+18
rush_avg_away_x;5,1311E+17
rush_avg_away_y;5,1311E+17
rush_avg_home_x;6,254E+17
rush_avg_home_y;6,254E+17
rush_car_MA_5_away_x;0
rush_car_MA_5_away_y;0
rush_car_MA_5_home_x;0
rush_car_MA_5_home_y;0
rush_car_away_x;0
rush_car_away_y;0
rush_car_home_x;0
rush_car_home_y;0
rush_long_MA_5_away_x;0
rush_long_MA_5_away_y;0
rush_long_MA_5_home_x;0
rush_long_MA_5_home_y;0
rush_long_away_x;0
rush_long_away_y;0
rush_long_home_x;0
rush_long_home_y;0
rush_td_MA_5_away_x;0
rush_td_MA_5_away_y;0
rush_td_MA_5_home_x;0
rush_td_MA_5_home_y;0
rush_td_away_x;0
rush_td_away_y;0
rush_td_home_x;0
rush_td_home_y;0
rush_yds_MA_5_away_x;0
rush_yds_MA_5_away_y;0
rush_yds_MA_5_home_x;0
rush_yds_MA_5_home_y;0
rush_yds_away_x;0
rush_yds_away_y;0
rush_yds_home_x;0
rush_yds_home_y;0
sacks_MA_5_away_x;0
sacks_MA_5_away_y;0
sacks_MA_5_home_x;0
sacks_MA_5_home_y;0
sacks_away_x;2,22619E+16
sacks_away_y;2,22619E+16
sacks_home_x;2,69907E+16
sacks_home_y;2,69907E+16
score_abs_away_x;1631
score_abs_away_y;1631
score_abs_home_x;1631
score_abs_home_y;1631
season_away_x;2602526
season_away_y;2602526
season_home_x;2602526
season_home_y;2602526
season_x;0
season_y;0
stade_x;0
stade_y;0
streak_x;0
streak_y;0
team_away_x;0
team_away_y;0
team_home_x;0
team_home_y;0
team_x;0
team_y;0
temperature_away_x;0
temperature_away_y;0
temperature_home_x;0
temperature_home_y;0
weather_type_away_x;0
weather_type_away_y;0
weather_type_home_x;0
weather_type_home_y;0
week_away_x;11827
week_away_y;11827
week_home_x;11827
week_home_y;11827
week_x;0
week_y;0
wind_away_x;0
wind_away_y;0
wind_home_x;0
wind_home_y;0
winner_away_away_x;594
winner_away_away_y;594
winner_away_home_x;594
winner_away_home_y;594
winner_home_away_x;695
winner_home_away_y;695
winner_home_home_x;695
winner_home_home_y;695
winner_team_away_x;0
winner_team_away_y;0
winner_team_home_x;0
winner_team_home_y;0
